gene_key	gene_name	gene_start	gene_end	gene_length_bp	length_source	log10_gene_length
ENSG00000005102	MEOX1	43640072	43661929	21858	GTF gene span	4.33961042162556
ENSG00000005108	THSD7A	11370365	11832450	462086	GTF gene span	5.664722810728504
ENSG00000005156	LIG3	34980462	35009743	29282	GTF gene span	4.466600736296881
ENSG00000005175	RPAP3	47660814	47706038	45225	GTF gene span	4.655378575531851
ENSG00000005187	ACSM3	20610243	20797843	187601	GTF gene span	5.2732351490394445
ENSG00000005189	REXO5	20806157	20850126	43970	GTF gene span	4.643156465619707
ENSG00000005194	CIAPIN1	57428169	57447420	19252	GTF gene span	4.284475853005321
ENSG00000005206	SPPL2B	2328346	2355100	26755	GTF gene span	4.427404955310274
ENSG00000005238	ATOSB	35104112	35116357	12246	GTF gene span	4.087994255099714
ENSG00000005243	COPZ2	48026142	48038030	11889	GTF gene span	4.0751453270538525
ENSG00000005249	PRKAR2B	107044627	107161811	117185	GTF gene span	5.068872024360038
ENSG00000005302	MSL3	11757788	11776782	18995	GTF gene span	4.278639297890739
ENSG00000005339	CREBBP	3725054	3880734	155681	GTF gene span	5.192235612576686
ENSG00000005379	TSPOAP1	58301228	58328823	27596	GTF gene span	4.440846136274557
ENSG00000005381	MPO	58269855	58280935	11081	GTF gene span	4.044578954876613
ENSG00000005421	PON1	95297108	95325949	28842	GTF gene span	4.46002537251229
ENSG00000005436	GCFC2	75652000	75711184	59185	GTF gene span	4.772211651948018
ENSG00000005448	WDR54	74421477	74425770	4294	GTF gene span	3.63286204010023
ENSG00000005469	CROT	87317127	87399800	82674	GTF gene span	4.9173689505212295
ENSG00000005471	ABCB4	87400393	87480435	80043	GTF gene span	4.9033233575632424
ENSG00000005483	KMT2E	104940943	105116242	175300	GTF gene span	5.243781916093795
ENSG00000005486	RHBDD2	75842602	75890056	47455	GTF gene span	4.676281977732945
ENSG00000005513	SOX8	981444	986979	5536	GTF gene span	3.7431960814487013
ENSG00000005700	IBTK	82169984	82247776	77793	GTF gene span	4.890940519892707
ENSG00000005801	ZNF195	3339261	3379222	39962	GTF gene span	4.601647215470563
ENSG00000005810	MYCBP2	77042474	77327105	284632	GTF gene span	5.454283724427734
ENSG00000005812	FBXL3	76992598	77027211	34614	GTF gene span	4.539251789341786
ENSG00000005844	ITGAL	30472658	30523567	50910	GTF gene span	4.706803097037338
ENSG00000005882	PDK2	50094737	50120276	25540	GTF gene span	4.407220892927397
ENSG00000005884	ITGA3	50055968	50090933	34966	GTF gene span	4.543645953233247
ENSG00000005889	ZFX	24148970	24216255	67286	GTF gene span	4.827924711248651
ENSG00000005893	LAMP2	120426148	120469365	43218	GTF gene span	4.635664665160333
ENSG00000005961	ITGA2B	44372177	44389649	17473	GTF gene span	4.242367476911438
ENSG00000005981	ASB4	95478444	95540233	61790	GTF gene span	4.790918195214578
ENSG00000006007	GDE1	19501681	19522132	20452	GTF gene span	4.3107357840545
ENSG00000006015	REX1BD	18588685	18592342	3658	GTF gene span	3.563243701140398
ENSG00000006016	CRLF1	18572220	18607741	35522	GTF gene span	4.550497409936271
ENSG00000006025	OSBPL7	47807363	47821890	14528	GTF gene span	4.16220583117701
ENSG00000006042	TMEM98	32917424	32945259	27836	GTF gene span	4.444606827822978
ENSG00000006047	YBX2	7288253	7294750	6498	GTF gene span	3.812779707008964
ENSG00000006059	KRT33A	41345665	41350828	5164	GTF gene span	3.712986233594383
ENSG00000006062	MAP3K14	45263119	45317112	53994	GTF gene span	4.7323455021995064
ENSG00000006071	ABCC8	17392498	17476894	84397	GTF gene span	4.926327009343644
ENSG00000006116	CACNG3	24256194	24362412	106219	GTF gene span	5.026202208431958
ENSG00000006118	TMEM132A	60924453	60937159	12707	GTF gene span	4.104043029922009
ENSG00000006125	AP2B1	35578046	35726417	148372	GTF gene span	5.171351950856549
ENSG00000006128	TAC1	97731907	97740472	8566	GTF gene span	3.9327780700605506
ENSG00000006194	ZNF263	3263800	3301705	37906	GTF gene span	4.578707958270234
ENSG00000006210	CX3CL1	57372457	57385044	12588	GTF gene span	4.099956734241183
ENSG00000006282	SPATA20	50543058	50558366	15309	GTF gene span	4.184946823051894
ENSG00000006283	CACNA1G	50560715	50627474	66760	GTF gene span	4.824516328007209
ENSG00000006327	TNFRSF12A	3018445	3022385	3941	GTF gene span	3.595606434865603
ENSG00000006377	DLX6	97005553	97011040	5488	GTF gene span	3.7394141026986953
ENSG00000006432	MAP3K9	70722526	70809566	87041	GTF gene span	4.939723871921972
ENSG00000006451	RALA	39623445	39708217	84773	GTF gene span	4.928257552514296
ENSG00000006453	BAIAP2L1	98290827	98401213	110387	GTF gene span	5.042917930633224
ENSG00000006459	KDM7A	140084746	140177678	92933	GTF gene span	4.968169956975819
ENSG00000006468	ETV1	13891229	13991425	100197	GTF gene span	5.00085471850777
ENSG00000006530	AGK	141551278	141657486	106209	GTF gene span	5.026161319803131
ENSG00000006534	ALDH3B1	68008543	68029282	20740	GTF gene span	4.3168087520530225
ENSG00000006555	TTC22	54779712	54801508	21797	GTF gene span	4.3383967241962615
ENSG00000006576	PHTF2	77798652	77957503	158852	GTF gene span	5.200992687110889
ENSG00000006606	CCL26	75769533	75789896	20364	GTF gene span	4.3088630883653005
ENSG00000006607	FARP2	241356244	241494847	138604	GTF gene span	5.14177576384621
ENSG00000006611	USH1C	17493895	17544435	50541	GTF gene span	4.703643830583212
ENSG00000006625	GGCT	30496616	30504866	8251	GTF gene span	3.9165065871151556
ENSG00000006634	DBF4	87876216	87909553	33338	GTF gene span	4.522939542252115
ENSG00000006638	TBXA2R	3594506	3606900	12395	GTF gene span	4.093246531103841
ENSG00000006652	IFRD1	112422887	112481017	58131	GTF gene span	4.764407793982475
ENSG00000006659	LGALS14	39704359	39727560	23202	GTF gene span	4.3655254224567095
ENSG00000006695	COX10	14069490	14231736	162247	GTF gene span	5.2101766752998895
ENSG00000006704	GTF2IRD1	74452463	74602619	150157	GTF gene span	5.176545582892054
ENSG00000006712	PAF1	39385629	39391154	5526	GTF gene span	3.7424108805804925
ENSG00000006715	VPS41	38722221	38932394	210174	GTF gene span	5.322578989737279
ENSG00000006740	ARHGAP44	12789463	12991643	202181	GTF gene span	5.305740340261576
ENSG00000006744	ELAC2	12991268	13018065	26798	GTF gene span	4.428102382783436
ENSG00000006747	SCIN	12570577	12660182	89606	GTF gene span	4.952337090908204
ENSG00000006756	ARSD	2903972	2929405	25434	GTF gene span	4.405414666951865
ENSG00000006757	PNPLA4	7898247	7927739	29493	GTF gene span	4.469718950821701
ENSG00000006788	MYH13	10300865	10373130	72266	GTF gene span	4.858934016721547
ENSG00000006831	ADIPOR2	1688574	1788683	100110	GTF gene span	5.000477461374455
ENSG00000006837	CDKL3	134286350	134371047	84698	GTF gene span	4.92787315532222
ENSG00000007001	UPP2	157876557	158136154	259598	GTF gene span	5.41430134224116
ENSG00000007038	PRSS21	2817130	2826304	9175	GTF gene span	3.962606072924127
ENSG00000007047	MARK4	45079288	45305284	225997	GTF gene span	5.354102674138138
ENSG00000007062	PROM1	15963076	16084378	121303	GTF gene span	5.083871541734953
ENSG00000007080	CCDC124	17932588	17944914	12327	GTF gene span	4.0908573959815335
ENSG00000007129	CEACAM21	41549518	41586844	37327	GTF gene span	4.572023086743846
ENSG00000007168	PAFAH1B1	2593183	2685627	92445	GTF gene span	4.965883426786356
ENSG00000007171	NOS2	27755283	27800758	45476	GTF gene span	4.657782257811538
ENSG00000007174	DNAH9	11598457	11969748	371292	GTF gene span	5.569715591851301
ENSG00000007202	BLTP2	28614440	28645454	31015	GTF gene span	4.491571785500986
ENSG00000007216	SLC13A2	28473275	28497782	24508	GTF gene span	4.389307871659916
ENSG00000007237	GAS7	9910606	10198912	288307	GTF gene span	5.459855187044702
ENSG00000007255	TRAPPC6A	45162928	45178268	15341	GTF gene span	4.185853669934142
ENSG00000007264	MATK	3777969	3802129	24161	GTF gene span	4.383114905342069
ENSG00000007306	CEACAM7	41666629	41706976	40348	GTF gene span	4.605822012156208
ENSG00000007312	CD79B	63928738	63932629	3892	GTF gene span	3.5901728315963144
ENSG00000007314	SCN4A	63938554	63972918	34365	GTF gene span	4.536116348245079
ENSG00000007341	ST7L	112523473	112620825	97353	GTF gene span	4.988349339146969
ENSG00000007350	TKTL1	154295795	154330350	34556	GTF gene span	4.538523465332709
ENSG00000007372	PAX6	31784779	31817967	33189	GTF gene span	4.520994167111087
ENSG00000007376	RPUSD1	784974	788406	3433	GTF gene span	3.53567380342575
ENSG00000007384	RHBDF1	58058	78176	20119	GTF gene span	4.303606390634642
ENSG00000007392	LUC7L	188943	229485	40543	GTF gene span	4.607915881388089
ENSG00000007402	CACNA2D2	50362613	50504244	141632	GTF gene span	5.151161387911145
ENSG00000007516	BAIAP3	1333638	1349439	15802	GTF gene span	4.198712057460401
ENSG00000007520	TSR3	1349236	1351898	2663	GTF gene span	3.425371166438941
ENSG00000007541	PIGQ	566995	584121	17127	GTF gene span	4.233681297726346
ENSG00000007545	CRAMP1	1612337	1677908	65572	GTF gene span	4.816718430207881
ENSG00000007866	TEAD3	35473597	35497868	24272	GTF gene span	4.3851055634426555
ENSG00000007908	SELE	169722640	169764705	42066	GTF gene span	4.623931217495533
ENSG00000007923	DNAJC11	6634167	6701924	67758	GTF gene span	4.830960578524205
ENSG00000007933	FMO3	171085113	171118675	33563	GTF gene span	4.525860772931853
ENSG00000007944	MYLIP	16129063	16151367	22305	GTF gene span	4.348402227577635
ENSG00000007952	NOX1	100843324	100874464	31141	GTF gene span	4.493332554523328
ENSG00000007968	E2F2	23506423	23531241	24819	GTF gene span	4.3947842790470375
ENSG00000008018	PSMB1	170428569	170553327	124759	GTF gene span	5.096071885031704
ENSG00000008056	SYN1	47571890	47619970	48081	GTF gene span	4.681973491647877
ENSG00000008083	JARID2	15244937	15522042	277106	GTF gene span	5.442645929386276
ENSG00000008086	CDKL5	18425581	18653629	228049	GTF gene span	5.358028172190051
ENSG00000008118	CAMK1G	209583714	209613939	30226	GTF gene span	4.480380678012469
ENSG00000008128	CDK11A	1702379	1724571	22193	GTF gene span	4.346216013155005
ENSG00000008130	NADK	1751232	1780544	29313	GTF gene span	4.467060268004198
ENSG00000008196	TFAP2B	50818702	50847619	28918	GTF gene span	4.461168253387383
ENSG00000008197	TFAP2D	50713526	50773033	59508	GTF gene span	4.774575354338735
ENSG00000008226	DLEC1	38039190	38124025	84836	GTF gene span	4.928580183431502
ENSG00000008256	CYTH3	6148751	6272677	123927	GTF gene span	5.093165936509647
ENSG00000008277	ADAM22	87934136	88202889	268754	GTF gene span	5.429354936793429
ENSG00000008282	SYPL1	106086672	106112618	25947	GTF gene span	4.414087151827533
ENSG00000008283	CYB561	63432298	63447108	14811	GTF gene span	4.170584381939194
ENSG00000008294	SPAG9	50962174	51120926	158753	GTF gene span	5.200721941026282
ENSG00000008300	CELSR3	48636463	48662886	26424	GTF gene span	4.421998560683358
ENSG00000008311	AASS	122064583	122144489	79907	GTF gene span	4.902584825974967
ENSG00000008323	PLEKHG6	6310167	6328934	18768	GTF gene span	4.273417994771454
ENSG00000008324	SS18L2	42581840	42596985	15146	GTF gene span	4.180297952488594
ENSG00000008382	MPND	4343527	4360086	16560	GTF gene span	4.219060332448861
ENSG00000008394	MGST1	16270832	16609259	338428	GTF gene span	5.529466287412014
ENSG00000008405	CRY1	106991364	107093857	102494	GTF gene span	5.010698442531668
ENSG00000008438	PGLYRP1	46019153	46023367	4215	GTF gene span	3.624797578960761
ENSG00000008441	NFIX	12995401	13098796	103396	GTF gene span	5.014503737872724
ENSG00000008513	ST3GAL1	133454848	133572518	117671	GTF gene span	5.070669444221439
ENSG00000008516	MMP25	3046062	3060729	14668	GTF gene span	4.166370901288565
ENSG00000008517	IL32	3064301	3082192	17892	GTF gene span	4.252658889500619
ENSG00000008710	PKD1	2088708	2135898	47191	GTF gene span	4.6738591803495275
ENSG00000008735	MAPK8IP2	50600659	50613981	13323	GTF gene span	4.124602027893339
ENSG00000008838	MED24	40019097	40061215	42119	GTF gene span	4.624478051505912
ENSG00000008853	RHOBTB2	22987222	23020723	33502	GTF gene span	4.525070734291675
ENSG00000008869	HEATR5B	36968383	37084409	116027	GTF gene span	5.064559063249031
ENSG00000008952	SEC62	169966635	169998373	31739	GTF gene span	4.501593239327352
ENSG00000008988	RPS20	56020034	56074575	54542	GTF gene span	4.736731059037193
ENSG00000009307	CSDE1	114716913	114758704	41792	GTF gene span	4.621093155258961
ENSG00000009335	UBE3C	157138908	157269372	130465	GTF gene span	5.115494018604672
ENSG00000009413	REV3L	111299028	111483729	184702	GTF gene span	5.266471598116262
ENSG00000009694	TENM1	124375903	125204312	828410	GTF gene span	5.918245332759568
ENSG00000009709	PAX7	18630846	18748876	118031	GTF gene span	5.071996086634827
ENSG00000009724	MASP2	11022009	11047273	25265	GTF gene span	4.402519302574249
ENSG00000009765	IYD	150368892	150405969	37078	GTF gene span	4.569116300111365
ENSG00000009780	FAM76A	27725946	27763118	37173	GTF gene span	4.570227611697569
ENSG00000009790	TRAF3IP3	209755573	209782320	26748	GTF gene span	4.427291314527863
ENSG00000009830	POMT2	77274956	77320898	45943	GTF gene span	4.662219350478223
ENSG00000009844	VTA1	142147162	142224685	77524	GTF gene span	4.889436172880561
ENSG00000009950	MLXIPL	73593194	73624575	31382	GTF gene span	4.496680618068167
ENSG00000009954	BAZ1B	73440406	73522293	81888	GTF gene span	4.913220264207092
ENSG00000010017	RANBP9	13620859	13712089	91231	GTF gene span	4.96014243527267
ENSG00000010030	ETV7	36352630	36387801	35172	GTF gene span	4.54619706448606
ENSG00000010072	SPRTN	231337104	231375416	38313	GTF gene span	4.583346159616461
ENSG00000010165	METTL13	171781420	171814023	32604	GTF gene span	4.513270884465515
ENSG00000010219	DYRK4	4562187	4616764	54578	GTF gene span	4.737017616990194
ENSG00000010244	ZNF207	32350122	32381885	31764	GTF gene span	4.501935187348973
ENSG00000010256	UQCRC1	48598990	48610976	11987	GTF gene span	4.078710505328276
ENSG00000010270	STARD3NL	38178217	38230688	52472	GTF gene span	4.719927617893979
ENSG00000010278	CD9	6199715	6238271	38557	GTF gene span	4.586103235445237
ENSG00000010282	HHATL	42692661	42703260	10600	GTF gene span	4.02530586526477
ENSG00000010292	NCAPD2	6493356	6531970	38615	GTF gene span	4.58675603917439
ENSG00000010295	IFFO1	6538961	6556102	17142	GTF gene span	4.234061490766386
ENSG00000010310	GIPR	45668207	45683722	15516	GTF gene span	4.190779770928019
ENSG00000010318	PHF7	52410504	52427966	17463	GTF gene span	4.242118854004543
ENSG00000010319	SEMA3G	52433035	52445103	12069	GTF gene span	4.0816712872909235
ENSG00000010322	NISCH	52455118	52493081	37964	GTF gene span	4.5793719647248885
ENSG00000010327	STAB1	52495331	52524512	29182	GTF gene span	4.46511505312284
ENSG00000010361	FUZ	49806866	49817376	10511	GTF gene span	4.0216440360874435
ENSG00000010379	SLC6A13	220621	264195	43575	GTF gene span	4.639237395782031
ENSG00000010404	IDS	149476988	149521096	44109	GTF gene span	4.644527211951955
ENSG00000010438	PRSS3	33750679	33799231	48553	GTF gene span	4.6862160693252495
ENSG00000010539	ZNF200	3222324	3236221	13898	GTF gene span	4.142952307343432
ENSG00000010610	CD4	6786858	6820807	33950	GTF gene span	4.530839778616521
ENSG00000010626	LRRC23	6873455	6914243	40789	GTF gene span	4.6105430581044065
ENSG00000010671	BTK	101349338	101390796	41459	GTF gene span	4.61761882260783
ENSG00000010704	HFE	26087226	26098343	11118	GTF gene span	4.046026669702541
ENSG00000010803	SCMH1	41025400	41242324	216925	GTF gene span	5.3363096061238435
ENSG00000010810	FYN	111660332	111873479	213148	GTF gene span	5.328681261951301
ENSG00000010818	HIVEP2	142751467	142956698	205232	GTF gene span	5.3122450773945245
ENSG00000010932	FMO1	171248471	171285978	37508	GTF gene span	4.574123907335984
ENSG00000011007	ELOA	23743153	23762059	18907	GTF gene span	4.276622624201708
ENSG00000011009	LYPLA2	23791110	23795545	4436	GTF gene span	3.6469915374771222
ENSG00000011021	CLCN6	11806096	11848080	41985	GTF gene span	4.623094157521844
ENSG00000011028	MRC2	62627417	62693597	66181	GTF gene span	4.820733325096436
ENSG00000011052	NME1-NME2	51153590	51171744	18155	GTF gene span	4.258996253248911
ENSG00000011083	SLC6A7	150190041	150222788	32748	GTF gene span	4.5151847817175215
ENSG00000011105	TSPAN9	3071181	3286564	215384	GTF gene span	5.333213438192233
ENSG00000011114	BTBD7	93237550	93333092	95543	GTF gene span	4.980198873779977
ENSG00000011132	APBA3	3750772	3761700	10929	GTF gene span	4.0385804259615785
ENSG00000011143	MKS1	58205350	58219605	14256	GTF gene span	4.1539976866928
ENSG00000011198	ABHD5	43690108	43734371	44264	GTF gene span	4.6460506572060964
ENSG00000011201	ANOS1	8528874	8732195	203322	GTF gene span	5.30818437303879
ENSG00000011243	AKAP8L	15380046	15419141	39096	GTF gene span	4.592132326020115
ENSG00000011258	MBTD1	51177419	51261114	83696	GTF gene span	4.922704702683361
ENSG00000011260	UTP18	51260477	51297936	37460	GTF gene span	4.573567773039218
ENSG00000011275	RNF216	5620047	5781696	161650	GTF gene span	5.208575708947575
ENSG00000011295	TTC19	15999386	16068416	69031	GTF gene span	4.839044164730277
ENSG00000011304	PTBP1	797075	812327	15253	GTF gene span	4.183355270260512
ENSG00000011332	DPF1	38211006	38229729	18724	GTF gene span	4.272398632455404
ENSG00000011347	SYT7	61513714	61581201	67488	GTF gene span	4.829226558059393
ENSG00000011376	LARS2	45388516	45554726	166211	GTF gene span	5.2206597624157
ENSG00000011405	PIK3C2A	17077730	17207986	130257	GTF gene span	5.114801071546883
ENSG00000011422	PLAUR	43645672	43670547	24876	GTF gene span	4.395780548141485
ENSG00000011426	ANLN	36389727	36453791	64065	GTF gene span	4.8066208304825055
ENSG00000011451	WIZ	15419978	15450038	30061	GTF gene span	4.478003423598137
ENSG00000011454	RABGAP1	122940833	123163067	222235	GTF gene span	5.34681245743945
ENSG00000011465	DCN	91140484	91183217	42734	GTF gene span	4.630773545675216
ENSG00000011478	QPCTL	45692403	45703989	11587	GTF gene span	4.0639710069647625
ENSG00000011485	PPP5C	46346994	46393000	46007	GTF gene span	4.662823914944352
ENSG00000011523	CEP68	65056350	65087298	30949	GTF gene span	4.490646620997555
ENSG00000011566	MAP4K3	39249266	39437354	188089	GTF gene span	5.274363397469615
ENSG00000011590	ZBTB32	35704558	35717048	12491	GTF gene span	4.096597208357894
ENSG00000011600	TYROBP	35904398	35908318	3921	GTF gene span	3.5933968423002067
ENSG00000011638	LDAF1	21158305	21181330	23026	GTF gene span	4.362218500326052
ENSG00000011677	GABRA3	152166042	152451425	285384	GTF gene span	5.455429620823141
ENSG00000012048	BRCA1	43044292	43170245	125954	GTF gene span	5.1002119642147825
ENSG00000012061	ERCC1	45407333	45479055	71723	GTF gene span	4.855658446760155
ENSG00000012124	CD22	35319261	35347361	28101	GTF gene span	4.448721774949721
ENSG00000012171	SEMA3B	50267507	50277573	10067	GTF gene span	4.002900068611387
ENSG00000012174	MBTPS2	21839600	21935555	95956	GTF gene span	4.9820721357720865
ENSG00000012211	PRICKLE3	49174802	49186528	11727	GTF gene span	4.06918692515191
ENSG00000012223	LTF	46434347	46485234	50888	GTF gene span	4.706615382568476
ENSG00000012232	EXTL3	28600469	28756561	156093	GTF gene span	5.193383427536869
ENSG00000012504	NR1H4	100455070	100564414	109345	GTF gene span	5.03879892891864
ENSG00000012660	ELOVL5	53260285	53349179	88895	GTF gene span	4.948877334271937
ENSG00000012779	ALOX5	45374150	45446121	71972	GTF gene span	4.857163571284064
ENSG00000012817	KDM5D	19702298	19745148	42851	GTF gene span	4.631960961368071
ENSG00000012822	CALCOCO1	53708517	53727745	19229	GTF gene span	4.283956699434818
ENSG00000012963	UBR7	93207237	93229226	21990	GTF gene span	4.342225229360791
ENSG00000012983	MAP4K5	50417845	50561126	143282	GTF gene span	5.156191634977363
ENSG00000013016	EHD3	31233943	31275384	41442	GTF gene span	4.61744070638979
ENSG00000013275	PSMC4	39970990	39982814	11825	GTF gene span	4.072801149409849
ENSG00000013288	MAN2B2	6575130	6623362	48233	GTF gene span	4.683344275044969
ENSG00000013293	SLC7A14	170459548	170586149	126602	GTF gene span	5.102440566519433
ENSG00000013297	CLDN11	170418864	170454733	35870	GTF gene span	4.554731376675966
ENSG00000013306	SLC25A39	44316821	44326639	9819	GTF gene span	3.9920672600276665
ENSG00000013364	MVP	29820394	29848039	27646	GTF gene span	4.4416323036843135
ENSG00000013374	NUB1	151341704	151381097	39394	GTF gene span	4.595430080573792
ENSG00000013375	PGM3	83147324	83194005	46682	GTF gene span	4.66914945427901
ENSG00000013392	RWDD2A	83193337	83198950	5614	GTF gene span	3.7492724082984203
ENSG00000013441	CLK1	200853009	200864728	11720	GTF gene span	4.068927611682072
ENSG00000013503	POLR3B	106357693	106511222	153530	GTF gene span	5.186193249920351
ENSG00000013523	ANGEL1	76781733	76826246	44514	GTF gene span	4.648496621464603
ENSG00000013561	RNF14	141958305	142003016	44712	GTF gene span	4.650424096607849
ENSG00000013563	DNASE1L1	154401236	154412119	10884	GTF gene span	4.03678853310772
ENSG00000013573	DDX11	31073282	31104811	31530	GTF gene span	4.498723970747904
ENSG00000013583	HEBP1	12974867	13000310	25444	GTF gene span	4.4055853869044945
