gene,gene_symbol,auc,max_auc,mean_positive,mean_negative,mean_delta,pvalue,n_positive,n_negative,fdr
ENSG00000006007_GDE1,GDE1,0,1,10.78019021,11.16947364,-0.3892834305,0.02857142857,4,4,0.09595375723
ENSG00000006025_OSBPL7,OSBPL7,1,1,10.26483569,9.157305045,1.107530645,0.02857142857,4,4,0.09595375723
ENSG00000006210_CX3CL1,CX3CL1,0,1,3.064893449,4.281164325,-1.216270876,0.02857142857,4,4,0.09595375723
ENSG00000006327_TNFRSF12A,TNFRSF12A,1,1,9.949984707,9.588862358,0.3611223484,0.02857142857,4,4,0.09595375723
ENSG00000006432_MAP3K9,MAP3K9,1,1,10.71085285,10.43546145,0.2753914024,0.02857142857,4,4,0.09595375723
ENSG00000006607_FARP2,FARP2,0,1,10.16248109,10.34788376,-0.1854026792,0.02857142857,4,4,0.09595375723
ENSG00000006652_IFRD1,IFRD1,1,1,10.35276584,10.06409758,0.2886682589,0.02857142857,4,4,0.09595375723
ENSG00000006704_GTF2IRD1,GTF2IRD1,1,1,11.25059704,10.53675269,0.7138443541,0.02857142857,4,4,0.09595375723
ENSG00000006715_VPS41,VPS41,0,1,10.08161388,10.33511724,-0.2535033581,0.02857142857,4,4,0.09595375723
ENSG00000006744_ELAC2,ELAC2,1,1,11.47518671,11.31335945,0.1618272651,0.02857142857,4,4,0.09595375723
ENSG00000006747_SCIN,SCIN,1,1,5.314111522,4.84501135,0.4691001717,0.02857142857,4,4,0.09595375723
ENSG00000006756_ARSD,ARSD,0,1,7.520517359,7.881033004,-0.3605156449,0.02857142857,4,4,0.09595375723
ENSG00000006757_PNPLA4,PNPLA4,0,1,8.061427505,8.527833132,-0.4664056266,0.02857142857,4,4,0.09595375723
ENSG00000006831_ADIPOR2,ADIPOR2,0,1,10.71303042,10.99157999,-0.2785495685,0.02857142857,4,4,0.09595375723
ENSG00000007038_PRSS21,PRSS21,0,1,8.732418269,9.002913167,-0.2704948981,0.02857142857,4,4,0.09595375723
ENSG00000007062_PROM1,PROM1,0,1,4.45786394,5.629321142,-1.171457202,0.02857142857,4,4,0.09595375723
ENSG00000007202_KIAA0100,KIAA0100,1,1,13.07872608,12.85702374,0.2217023485,0.02857142857,4,4,0.09595375723
ENSG00000007255_TRAPPC6A,TRAPPC6A,0,1,7.019325014,8.041172226,-1.021847211,0.02857142857,4,4,0.09595375723
ENSG00000007341_ST7L,ST7L,1,1,8.603633759,8.305061249,0.2985725096,0.02857142857,4,4,0.09595375723
ENSG00000007384_RHBDF1,RHBDF1,1,1,10.38607619,9.728794221,0.6572819717,0.02857142857,4,4,0.09595375723
ENSG00000007392_LUC7L,LUC7L,1,1,10.42560537,9.95181222,0.4737931454,0.02857142857,4,4,0.09595375723
ENSG00000007545_CRAMP1,CRAMP1,1,1,10.52622985,9.967393779,0.5588360754,0.02857142857,4,4,0.09595375723
ENSG00000007866_TEAD3,TEAD3,1,1,9.753650365,9.503439879,0.2502104859,0.02857142857,4,4,0.09595375723
ENSG00000007968_E2F2,E2F2,1,1,9.571406184,8.990162039,0.581244145,0.02857142857,4,4,0.09595375723
ENSG00000008083_JARID2,JARID2,1,1,9.582023591,9.477857673,0.1041659183,0.02857142857,4,4,0.09595375723
ENSG00000008086_CDKL5,CDKL5,0,1,8.711787801,8.955767099,-0.2439792982,0.02857142857,4,4,0.09595375723
ENSG00000008128_CDK11A,CDK11A,1,1,8.694519773,7.832300362,0.8622194115,0.02857142857,4,4,0.09595375723
ENSG00000008130_NADK,NADK,1,1,10.34812491,10.10931637,0.2388085385,0.02857142857,4,4,0.09595375723
ENSG00000008324_SS18L2,SS18L2,0,1,8.259109202,8.635585004,-0.3764758013,0.02857142857,4,4,0.09595375723
ENSG00000008517_IL32,IL32,0,1,7.216212882,8.598997042,-1.38278416,0.02857142857,4,4,0.09595375723
ENSG00000008710_PKD1,PKD1,1,1,12.82939093,11.76361907,1.065771862,0.02857142857,4,4,0.09595375723
ENSG00000008838_MED24,MED24,1,1,10.59025328,10.16693881,0.4233144689,0.02857142857,4,4,0.09595375723
ENSG00000008869_HEATR5B,HEATR5B,1,1,10.65085905,10.3859987,0.2648603556,0.02857142857,4,4,0.09595375723
ENSG00000008952_SEC62,SEC62,0,1,10.82748587,11.30596617,-0.4784803022,0.02857142857,4,4,0.09595375723
ENSG00000008988_RPS20,RPS20,0,1,13.32207361,13.78490122,-0.4628276114,0.02857142857,4,4,0.09595375723
ENSG00000009307_CSDE1,CSDE1,0,1,13.63620083,14.03839734,-0.4021965028,0.02857142857,4,4,0.09595375723
ENSG00000009413_REV3L,REV3L,1,1,10.88841863,10.67198784,0.2164307894,0.02857142857,4,4,0.09595375723
ENSG00000009830_POMT2,POMT2,1,1,9.813417787,9.156829556,0.6565882309,0.02857142857,4,4,0.09595375723
ENSG00000009844_VTA1,VTA1,0,1,9.974863126,10.39345259,-0.4185894674,0.02857142857,4,4,0.09595375723
ENSG00000010278_CD9,CD9,0,1,12.01668888,12.27589254,-0.2592036588,0.02857142857,4,4,0.09595375723
ENSG00000010318_PHF7,PHF7,1,1,6.603831261,5.975318472,0.6285127889,0.02857142857,4,4,0.09595375723
ENSG00000010319_SEMA3G,SEMA3G,1,1,3.517158998,3.221380369,0.2957786294,0.02857142857,4,4,0.09595375723
ENSG00000010322_NISCH,NISCH,1,1,11.13828492,10.47928706,0.6589978566,0.02857142857,4,4,0.09595375723
ENSG00000010438_PRSS3,PRSS3,1,1,5.879042464,5.304193691,0.5748487726,0.02857142857,4,4,0.09595375723
ENSG00000010610_CD4,CD4,0,1,3.823261595,4.726229027,-0.9029674312,0.02857142857,4,4,0.09595375723
ENSG00000011009_LYPLA2,LYPLA2,0,1,10.28602109,10.61948869,-0.3334676023,0.02857142857,4,4,0.09595375723
ENSG00000011021_CLCN6,CLCN6,1,1,8.381925219,7.636994753,0.744930466,0.02857142857,4,4,0.09595375723
ENSG00000011132_APBA3,APBA3,1,1,8.868903539,8.17728,0.6916235383,0.02857142857,4,4,0.09595375723
ENSG00000011243_AKAP8L,AKAP8L,1,1,10.77232783,10.32194009,0.4503877359,0.02857142857,4,4,0.09595375723
ENSG00000011275_RNF216,RNF216,1,1,10.45123541,10.1661674,0.2850680101,0.02857142857,4,4,0.09595375723
ENSG00000011295_TTC19,TTC19,0,1,10.64221635,10.82401257,-0.1817962164,0.02857142857,4,4,0.09595375723
ENSG00000011304_PTBP1,PTBP1,1,1,13.09667436,12.91133423,0.185340133,0.02857142857,4,4,0.09595375723
ENSG00000011347_SYT7,SYT7,0,1,5.92724435,6.727109125,-0.799864775,0.02857142857,4,4,0.09595375723
ENSG00000011405_PIK3C2A,PIK3C2A,0,1,11.28815961,11.47986782,-0.1917082021,0.02857142857,4,4,0.09595375723
ENSG00000011451_WIZ,WIZ,1,1,10.59145989,10.35676243,0.2346974615,0.02857142857,4,4,0.09595375723
ENSG00000011638_TMEM159,TMEM159,0,1,9.76616152,10.37276819,-0.6066066665,0.02857142857,4,4,0.09595375723
ENSG00000012048_BRCA1,BRCA1,1,1,9.978853888,9.58066747,0.3981864182,0.02857142857,4,4,0.09595375723
ENSG00000012211_PRICKLE3,PRICKLE3,1,1,8.852659842,8.680974228,0.1716856142,0.02857142857,4,4,0.09595375723
ENSG00000012223_LTF,LTF,0,1,6.067809901,8.413571148,-2.345761247,0.02857142857,4,4,0.09595375723
ENSG00000012822_CALCOCO1,CALCOCO1,1,1,11.25526987,10.70172431,0.5535455547,0.02857142857,4,4,0.09595375723
ENSG00000013364_MVP,MVP,0,1,12.15692167,12.21692263,-0.06000095744,0.02857142857,4,4,0.09595375723
ENSG00000013375_PGM3,PGM3,0,1,9.854230577,10.25843546,-0.4042048836,0.02857142857,4,4,0.09595375723
ENSG00000013392_RWDD2A,RWDD2A,0,1,7.113995527,7.6651052,-0.551109673,0.02857142857,4,4,0.09595375723
ENSG00000013573_DDX11,DDX11,1,1,10.85649754,9.925713769,0.9307837734,0.02857142857,4,4,0.09595375723
ENSG00000013810_TACC3,TACC3,1,1,11.19532985,10.26648636,0.9288434868,0.02857142857,4,4,0.09595375723
ENSG00000014138_POLA2,POLA2,1,1,8.577928103,8.143399846,0.4345282565,0.02857142857,4,4,0.09595375723
ENSG00000014164_ZC3H3,ZC3H3,1,1,10.22475027,9.840836412,0.3839138591,0.02857142857,4,4,0.09595375723
ENSG00000014641_MDH1,MDH1,0,1,10.95600366,11.3478104,-0.3918067387,0.02857142857,4,4,0.09595375723
ENSG00000014914_MTMR11,MTMR11,1,1,7.934479321,7.299494198,0.634985122,0.02857142857,4,4,0.09595375723
ENSG00000014919_COX15,COX15,0,1,10.22879706,10.59427415,-0.3654770893,0.02857142857,4,4,0.09595375723
ENSG00000015171_ZMYND11,ZMYND11,0,1,10.65345596,11.02547561,-0.3720196489,0.02857142857,4,4,0.09595375723
ENSG00000015475_BID,BID,0,1,10.51623436,10.89948885,-0.3832544881,0.02857142857,4,4,0.09595375723
ENSG00000016402_IL20RA,IL20RA,0,1,8.129945714,8.533862139,-0.4039164248,0.02857142857,4,4,0.09595375723
ENSG00000018408_WWTR1,WWTR1,0,1,10.10543605,10.46656723,-0.3611311849,0.02857142857,4,4,0.09595375723
ENSG00000018625_ATP1A2,ATP1A2,1,1,2.323640202,1.461099581,0.862540621,0.02857142857,4,4,0.09595375723
ENSG00000018699_TTC27,TTC27,1,1,9.940938989,9.762717463,0.178221526,0.02857142857,4,4,0.09595375723
ENSG00000019144_PHLDB1,PHLDB1,1,1,10.53462052,10.0151756,0.5194449196,0.02857142857,4,4,0.09595375723
ENSG00000019549_SNAI2,SNAI2,1,1,6.427767059,5.308706546,1.119060513,0.02857142857,4,4,0.09595375723
ENSG00000019582_CD74,CD74,0,1,2.311078217,4.437230668,-2.12615245,0.02857142857,4,4,0.09595375723
ENSG00000020577_SAMD4A,SAMD4A,1,1,10.12979467,9.927738351,0.2020563242,0.02857142857,4,4,0.09595375723
ENSG00000021300_PLEKHB1,PLEKHB1,0,1,5.268181567,6.28726497,-1.019083403,0.02857142857,4,4,0.09595375723
ENSG00000021355_SERPINB1,SERPINB1,0,1,10.26831302,10.68490955,-0.4165965313,0.02857142857,4,4,0.09595375723
ENSG00000022277_RTF2,RTF2,0,1,10.07028185,10.30588091,-0.2355990599,0.02857142857,4,4,0.09595375723
ENSG00000022567_SLC45A4,SLC45A4,1,1,9.905693493,9.319566191,0.5861273016,0.02857142857,4,4,0.09595375723
ENSG00000022976_ZNF839,ZNF839,1,1,8.644702976,8.253139379,0.3915635971,0.02857142857,4,4,0.09595375723
ENSG00000023228_NDUFS1,NDUFS1,0,1,12.06901042,12.39675133,-0.3277409032,0.02857142857,4,4,0.09595375723
ENSG00000023318_ERP44,ERP44,0,1,9.811459311,10.07327177,-0.2618124572,0.02857142857,4,4,0.09595375723
ENSG00000023572_GLRX2,GLRX2,0,1,8.572876988,8.887462885,-0.3145858966,0.02857142857,4,4,0.09595375723
ENSG00000023839_ABCC2,ABCC2,1,1,9.356007068,8.39399034,0.9620167282,0.02857142857,4,4,0.09595375723
ENSG00000025770_NCAPH2,NCAPH2,1,1,9.486170058,8.977460607,0.5087094503,0.02857142857,4,4,0.09595375723
ENSG00000025772_TOMM34,TOMM34,0,1,10.0242532,10.28716235,-0.2629091525,0.02857142857,4,4,0.09595375723
ENSG00000025796_SEC63,SEC63,0,1,11.28609876,11.57464977,-0.2885510155,0.02857142857,4,4,0.09595375723
ENSG00000025800_KPNA6,KPNA6,0,1,11.61446172,11.93378282,-0.3193210993,0.02857142857,4,4,0.09595375723
ENSG00000026297_RNASET2,RNASET2,0,1,8.988819263,9.189552785,-0.2007335225,0.02857142857,4,4,0.09595375723
ENSG00000026652_AGPAT4,AGPAT4,1,1,9.054604866,8.539803966,0.5148008996,0.02857142857,4,4,0.09595375723
ENSG00000027697_IFNGR1,IFNGR1,0,1,10.26416224,10.71652308,-0.4523608459,0.02857142857,4,4,0.09595375723
ENSG00000028203_VEZT,VEZT,1,1,10.73709842,10.62936273,0.1077356947,0.02857142857,4,4,0.09595375723
ENSG00000028310_BRD9,BRD9,1,1,10.60408148,9.641872112,0.9622093727,0.02857142857,4,4,0.09595375723
ENSG00000029364_SLC39A9,SLC39A9,0,1,11.27983722,11.63597124,-0.3561340203,0.02857142857,4,4,0.09595375723
ENSG00000029534_ANK1,ANK1,1,1,2.543016281,1.118805416,1.424210865,0.02857142857,4,4,0.09595375723
ENSG00000029725_RABEP1,RABEP1,0,1,10.83432339,11.13750421,-0.3031808263,0.02857142857,4,4,0.09595375723
ENSG00000030110_BAK1,BAK1,0,1,8.967028603,9.133460653,-0.1664320506,0.02857142857,4,4,0.09595375723
ENSG00000031003_FAM13B,FAM13B,1,1,9.773945667,9.244152275,0.529793392,0.02857142857,4,4,0.09595375723
ENSG00000032219_ARID4A,ARID4A,1,1,9.875143866,9.680904966,0.1942389,0.02857142857,4,4,0.09595375723
ENSG00000032444_PNPLA6,PNPLA6,1,1,11.33890714,10.95652048,0.3823866564,0.02857142857,4,4,0.09595375723
ENSG00000033030_ZCCHC8,ZCCHC8,1,1,9.628107567,9.312207776,0.315899791,0.02857142857,4,4,0.09595375723
ENSG00000033327_GAB2,GAB2,1,1,7.977761349,7.475781925,0.501979424,0.02857142857,4,4,0.09595375723
ENSG00000033867_SLC4A7,SLC4A7,0,1,10.44220335,10.65615378,-0.213950434,0.02857142857,4,4,0.09595375723
ENSG00000034152_MAP2K3,MAP2K3,0,1,10.47358077,10.69484343,-0.2212626609,0.02857142857,4,4,0.09595375723
ENSG00000034713_GABARAPL2,GABARAPL2,0,1,9.478890371,9.855463527,-0.3765731555,0.02857142857,4,4,0.09595375723
ENSG00000035115_SH3YL1,SH3YL1,0,1,10.98932425,11.23300331,-0.2436790587,0.02857142857,4,4,0.09595375723
ENSG00000036672_USP2,USP2,1,1,7.726211525,7.315927822,0.410283702,0.02857142857,4,4,0.09595375723
ENSG00000037042_TUBG2,TUBG2,1,1,8.210027654,7.379404046,0.8306236079,0.02857142857,4,4,0.09595375723
ENSG00000037637_FBXO42,FBXO42,1,1,7.716185088,7.088634614,0.6275504737,0.02857142857,4,4,0.09595375723
ENSG00000037757_MRI1,MRI1,1,1,10.13875847,9.820918872,0.3178395929,0.02857142857,4,4,0.09595375723
ENSG00000037897_METTL1,METTL1,1,1,8.25499182,7.964568971,0.2904228493,0.02857142857,4,4,0.09595375723
ENSG00000038219_BOD1L1,BOD1L1,1,1,11.7385091,11.61843588,0.1200732187,0.02857142857,4,4,0.09595375723
ENSG00000038274_MAT2B,MAT2B,0,1,10.11889454,10.4805506,-0.3616560606,0.02857142857,4,4,0.09595375723
ENSG00000038358_EDC4,EDC4,1,1,10.90830248,10.45005097,0.4582515127,0.02857142857,4,4,0.09595375723
ENSG00000038382_TRIO,TRIO,1,1,12.17883888,11.49534416,0.6834947181,0.02857142857,4,4,0.09595375723
ENSG00000038427_VCAN,VCAN,1,1,6.966950436,6.059409828,0.9075406082,0.02857142857,4,4,0.09595375723
ENSG00000039650_PNKP,PNKP,1,1,9.38660088,8.637597777,0.7490031033,0.02857142857,4,4,0.09595375723
ENSG00000040341_STAU2,STAU2,0,1,9.753834532,10.06604681,-0.3122122744,0.02857142857,4,4,0.09595375723
ENSG00000040487_SLC66A1,SLC66A1,1,1,7.022826386,6.699092479,0.3237339067,0.02857142857,4,4,0.09595375723
ENSG00000040633_PHF23,PHF23,0,1,9.708951095,9.849705899,-0.140754804,0.02857142857,4,4,0.09595375723
ENSG00000041802_LSG1,LSG1,1,1,10.0090977,9.830917282,0.1781804208,0.02857142857,4,4,0.09595375723
ENSG00000042286_AIFM2,AIFM2,1,1,8.66371979,8.15127822,0.5124415705,0.02857142857,4,4,0.09595375723
ENSG00000042429_MED17,MED17,1,1,9.991542452,9.860626185,0.1309162671,0.02857142857,4,4,0.09595375723
ENSG00000043093_DCUN1D1,DCUN1D1,0,1,10.64666639,11.15632068,-0.5096542955,0.02857142857,4,4,0.09595375723
ENSG00000043143_JADE2,JADE2,1,1,11.6187905,11.24537967,0.3734108318,0.02857142857,4,4,0.09595375723
ENSG00000044446_PHKA2,PHKA2,1,1,10.02807218,9.633566085,0.3945060929,0.02857142857,4,4,0.09595375723
ENSG00000044459_CNTLN,CNTLN,1,1,8.983287362,8.824790304,0.1584970581,0.02857142857,4,4,0.09595375723
ENSG00000044574_HSPA5,HSPA5,0,1,13.062247,13.57179459,-0.509547585,0.02857142857,4,4,0.09595375723
ENSG00000046651_OFD1,OFD1,1,1,10.79519922,10.27960295,0.5155962693,0.02857142857,4,4,0.09595375723
ENSG00000047056_WDR37,WDR37,1,1,8.976864503,8.57811185,0.3987526536,0.02857142857,4,4,0.09595375723
ENSG00000047365_ARAP2,ARAP2,1,1,10.48005522,10.31426283,0.1657923934,0.02857142857,4,4,0.09595375723
ENSG00000047457_CP,CP,0,1,10.33568168,11.85592776,-1.520246078,0.02857142857,4,4,0.09595375723
ENSG00000047578_KIAA0556,KIAA0556,1,1,10.38802642,9.9345589,0.4534675204,0.02857142857,4,4,0.09595375723
ENSG00000047634_SCML1,SCML1,0,1,8.114111743,8.367288673,-0.2531769302,0.02857142857,4,4,0.09595375723
ENSG00000047932_GOPC,GOPC,0,1,10.8555082,11.24503817,-0.3895299742,0.02857142857,4,4,0.09595375723
ENSG00000048342_CC2D2A,CC2D2A,1,1,9.802615124,9.732890791,0.06972433289,0.02857142857,4,4,0.09595375723
ENSG00000048471_SNX29,SNX29,1,1,10.35235067,9.904012347,0.4483383194,0.02857142857,4,4,0.09595375723
ENSG00000048707_VPS13D,VPS13D,1,1,11.33759624,11.04671157,0.2908846629,0.02857142857,4,4,0.09595375723
ENSG00000049130_KITLG,KITLG,0,1,9.839539876,10.60098784,-0.7614479621,0.02857142857,4,4,0.09595375723
ENSG00000049192_ADAMTS6,ADAMTS6,1,1,6.950452428,6.331048444,0.6194039846,0.02857142857,4,4,0.09595375723
ENSG00000049245_VAMP3,VAMP3,0,1,9.102675932,9.59339825,-0.4907223184,0.02857142857,4,4,0.09595375723
ENSG00000049323_LTBP1,LTBP1,0,1,9.473001309,9.828788266,-0.3557869564,0.02857142857,4,4,0.09595375723
ENSG00000049449_RCN1,RCN1,0,1,11.71235016,12.08364109,-0.3712909361,0.02857142857,4,4,0.09595375723
ENSG00000049618_ARID1B,ARID1B,1,1,12.45776816,12.2999604,0.1578077583,0.02857142857,4,4,0.09595375723
ENSG00000049759_NEDD4L,NEDD4L,1,1,12.71860262,12.6111,0.1075026123,0.02857142857,4,4,0.09595375723
ENSG00000050130_JKAMP,JKAMP,0,1,9.434970556,9.70706836,-0.2720978037,0.02857142857,4,4,0.09595375723
ENSG00000050327_ARHGEF5,ARHGEF5,1,1,11.56810208,11.15943623,0.4086658517,0.02857142857,4,4,0.09595375723
ENSG00000050344_NFE2L3,NFE2L3,0,1,7.023700817,7.635251146,-0.6115503293,0.02857142857,4,4,0.09595375723
ENSG00000050730_TNIP3,TNIP3,0,1,4.828086831,6.131538503,-1.303451672,0.02857142857,4,4,0.09595375723
ENSG00000050748_MAPK9,MAPK9,0,1,10.0012854,10.25273727,-0.2514518709,0.02857142857,4,4,0.09595375723
ENSG00000050820_BCAR1,BCAR1,1,1,10.86533654,10.62160958,0.2437269595,0.02857142857,4,4,0.09595375723
ENSG00000051009_FAM160A2,FAM160A2,1,1,9.865270043,9.394098324,0.4711717196,0.02857142857,4,4,0.09595375723
ENSG00000051108_HERPUD1,HERPUD1,0,1,10.07461344,10.30663866,-0.2320252234,0.02857142857,4,4,0.09595375723
ENSG00000051180_RAD51,RAD51,1,1,7.254601002,6.841902835,0.4126981665,0.02857142857,4,4,0.09595375723
ENSG00000051341_POLQ,POLQ,1,1,9.817070875,9.139706859,0.677364016,0.02857142857,4,4,0.09595375723
ENSG00000051620_HEBP2,HEBP2,0,1,11.90880113,12.08235361,-0.1735524851,0.02857142857,4,4,0.09595375723
ENSG00000051825_MPHOSPH9,MPHOSPH9,1,1,9.92781306,9.39157476,0.5362383001,0.02857142857,4,4,0.09595375723
ENSG00000052126_PLEKHA5,PLEKHA5,1,1,11.09264384,10.73171576,0.360928071,0.02857142857,4,4,0.09595375723
ENSG00000052749_RRP12,RRP12,1,1,10.93773633,10.51652586,0.4212104729,0.02857142857,4,4,0.09595375723
ENSG00000052795_FNIP2,FNIP2,1,1,8.85578257,8.605258877,0.2505236932,0.02857142857,4,4,0.09595375723
ENSG00000052802_MSMO1,MSMO1,0,1,10.71270166,11.94296112,-1.230259459,0.02857142857,4,4,0.09595375723
ENSG00000053371_AKR7A2,AKR7A2,0,1,8.754290647,8.936096605,-0.1818059582,0.02857142857,4,4,0.09595375723
ENSG00000053524_MCF2L2,MCF2L2,1,1,3.19171569,1.930155407,1.261560282,0.02857142857,4,4,0.09595375723
ENSG00000053747_LAMA3,LAMA3,1,1,12.74692197,12.17047098,0.5764509884,0.02857142857,4,4,0.09595375723
ENSG00000053770_AP5M1,AP5M1,0,1,10.48447229,10.86555699,-0.3810847003,0.02857142857,4,4,0.09595375723
ENSG00000054116_TRAPPC3,TRAPPC3,0,1,10.05485313,10.33306472,-0.2782115933,0.02857142857,4,4,0.09595375723
ENSG00000054179_ENTPD2,ENTPD2,1,1,7.006603176,6.420591545,0.5860116309,0.02857142857,4,4,0.09595375723
ENSG00000054219_LY75,LY75,0,1,11.72232138,11.96200209,-0.239680711,0.02857142857,4,4,0.09595375723
ENSG00000054598_FOXC1,FOXC1,0,1,10.84343516,11.30656382,-0.463128654,0.02857142857,4,4,0.09595375723
