gene,gene_symbol,auc,max_auc,mean_positive,mean_negative,mean_delta,pvalue,n_positive,n_negative,fdr
ENSG00000143499_SMYD2,SMYD2,1,1,10.20440961,9.646649584,0.5577600278,0.002164502165,6,6,0.2028347996
ENSG00000143546_S100A8,S100A8,0,1,8.056571952,8.688987078,-0.6324151262,0.002164502165,6,6,0.2028347996
ENSG00000143799_PARP1,PARP1,1,1,11.60028469,11.08810824,0.5121764475,0.002164502165,6,6,0.2028347996
ENSG00000145391_SETD7,SETD7,1,1,12.6112807,12.35657596,0.2547047445,0.002164502165,6,6,0.2028347996
ENSG00000145916_RMND5B,RMND5B,0,1,9.135274567,9.548689583,-0.4134150163,0.002164502165,6,6,0.2028347996
ENSG00000146205_ANO7,ANO7,1,1,5.697052287,4.911591081,0.785461206,0.002164502165,6,6,0.2028347996
ENSG00000147804_SLC39A4,SLC39A4,1,1,10.30866835,9.630042414,0.6786259362,0.002164502165,6,6,0.2028347996
ENSG00000147996_CBWD5,CBWD5,1,1,10.54674094,10.1144098,0.4323311342,0.002164502165,6,6,0.2028347996
ENSG00000149328_GLB1L2,GLB1L2,1,1,10.00229408,9.377961315,0.6243327682,0.002164502165,6,6,0.2028347996
ENSG00000149761_NUDT22,NUDT22,0,1,8.844095306,9.249474973,-0.4053796664,0.002164502165,6,6,0.2028347996
ENSG00000153162_BMP6,BMP6,1,1,5.022944352,3.690837929,1.332106423,0.002164502165,6,6,0.2028347996
ENSG00000157353_FCSK,FCSK,0,1,8.983366055,9.484337502,-0.5009714467,0.002164502165,6,6,0.2028347996
ENSG00000157510_AFAP1L1,AFAP1L1,1,1,9.280703972,7.945670563,1.335033409,0.002164502165,6,6,0.2028347996
ENSG00000158552_ZFAND2B,ZFAND2B,0,1,7.96948683,8.231021838,-0.2615350078,0.002164502165,6,6,0.2028347996
ENSG00000159433_STARD9,STARD9,1,1,8.018275601,6.960470977,1.057804623,0.002164502165,6,6,0.2028347996
ENSG00000160325_CACFD1,CACFD1,0,1,7.127463062,8.085416278,-0.9579532155,0.002164502165,6,6,0.2028347996
ENSG00000161011_SQSTM1,SQSTM1,0,1,13.22918484,13.5319169,-0.302732058,0.002164502165,6,6,0.2028347996
ENSG00000161013_MGAT4B,MGAT4B,0,1,12.15982964,12.52379933,-0.3639696907,0.002164502165,6,6,0.2028347996
ENSG00000162458_FBLIM1,FBLIM1,0,1,8.829675465,9.277981658,-0.4483061932,0.002164502165,6,6,0.2028347996
ENSG00000162522_KIAA1522,KIAA1522,0,1,12.89072817,13.41276172,-0.5220335571,0.002164502165,6,6,0.2028347996
ENSG00000162694_EXTL2,EXTL2,1,1,8.430264932,8.052171355,0.378093577,0.002164502165,6,6,0.2028347996
ENSG00000162769_FLVCR1,FLVCR1,1,1,9.603953235,8.87339289,0.7305603453,0.002164502165,6,6,0.2028347996
ENSG00000163162_RNF149,RNF149,1,1,10.95603091,10.62092173,0.3351091884,0.002164502165,6,6,0.2028347996
ENSG00000163517_HDAC11,HDAC11,0,1,7.962352334,8.479062696,-0.5167103625,0.002164502165,6,6,0.2028347996
ENSG00000163754_GYG1,GYG1,1,1,10.58003855,10.30938337,0.2706551813,0.002164502165,6,6,0.2028347996
ENSG00000164010_ERMAP,ERMAP,0,1,7.109439762,7.939633261,-0.8301934995,0.002164502165,6,6,0.2028347996
ENSG00000164050_PLXNB1,PLXNB1,0,1,10.73185586,11.16201251,-0.4301566532,0.002164502165,6,6,0.2028347996
ENSG00000164889_SLC4A2,SLC4A2,0,1,11.43383017,11.8228649,-0.3890347265,0.002164502165,6,6,0.2028347996
ENSG00000165630_PRPF18,PRPF18,1,1,8.566812516,8.330156842,0.2366556734,0.002164502165,6,6,0.2028347996
ENSG00000166200_COPS2,COPS2,1,1,11.68603193,11.44538285,0.2406490861,0.002164502165,6,6,0.2028347996
ENSG00000166925_TSC22D4,TSC22D4,0,1,10.07362317,10.5443519,-0.4707287241,0.002164502165,6,6,0.2028347996
ENSG00000167565_SERTAD3,SERTAD3,0,1,8.055685543,8.792746812,-0.7370612688,0.002164502165,6,6,0.2028347996
ENSG00000167685_ZNF444,ZNF444,0,1,8.529029665,9.00686469,-0.4778350247,0.002164502165,6,6,0.2028347996
ENSG00000168461_RAB31,RAB31,1,1,5.682975674,5.200186224,0.4827894497,0.002164502165,6,6,0.2028347996
ENSG00000169093_ASMTL,ASMTL,1,1,9.192610571,8.882950249,0.3096603215,0.002164502165,6,6,0.2028347996
ENSG00000169783_LINGO1,LINGO1,1,1,5.124007705,2.940422725,2.18358498,0.002164502165,6,6,0.2028347996
ENSG00000170231_FABP6,FABP6,1,1,2.915177852,1.968823872,0.9463539793,0.002164502165,6,6,0.2028347996
ENSG00000170525_PFKFB3,PFKFB3,1,1,9.841654766,9.548783102,0.2928716633,0.002164502165,6,6,0.2028347996
ENSG00000171124_FUT3,FUT3,0,1,8.840811499,9.34127469,-0.5004631906,0.002164502165,6,6,0.2028347996
ENSG00000171219_CDC42BPG,CDC42BPG,0,1,10.53277235,10.98782561,-0.4550532627,0.002164502165,6,6,0.2028347996
ENSG00000171992_SYNPO,SYNPO,0,1,5.735861319,6.805557048,-1.069695729,0.002164502165,6,6,0.2028347996
ENSG00000172785_CBWD1,CBWD1,1,1,10.49774412,10.09011411,0.40763001,0.002164502165,6,6,0.2028347996
ENSG00000173153_ESRRA,ESRRA,0,1,11.28696966,11.57198174,-0.285012079,0.002164502165,6,6,0.2028347996
ENSG00000175221_MED16,MED16,0,1,9.909677242,10.40085524,-0.4911779964,0.002164502165,6,6,0.2028347996
ENSG00000175600_SUGCT,SUGCT,1,1,6.790205543,6.074679537,0.7155260061,0.002164502165,6,6,0.2028347996
ENSG00000175768_TOMM5,TOMM5,1,1,10.97458485,10.50734031,0.4672445447,0.002164502165,6,6,0.2028347996
ENSG00000175772_LINC01106,LINC01106,1,1,8.80656642,8.218116361,0.5884500595,0.002164502165,6,6,0.2028347996
ENSG00000178252_WDR6,WDR6,0,1,11.82317033,11.97543089,-0.1522605612,0.002164502165,6,6,0.2028347996
ENSG00000178462_TUBAL3,TUBAL3,1,1,4.249634328,2.318929586,1.930704742,0.002164502165,6,6,0.2028347996
ENSG00000178537_SLC25A20,SLC25A20,1,1,9.181024805,8.760989039,0.4200357651,0.002164502165,6,6,0.2028347996
ENSG00000178773_CPNE7,CPNE7,1,1,8.920796415,8.174558761,0.7462376544,0.002164502165,6,6,0.2028347996
ENSG00000179044_EXOC3L1,EXOC3L1,0,1,1.389252445,2.613115407,-1.223862962,0.002164502165,6,6,0.2028347996
ENSG00000179148_ALOXE3,ALOXE3,1,1,5.570692954,4.210621371,1.360071584,0.002164502165,6,6,0.2028347996
ENSG00000179841_AKAP5,AKAP5,1,1,4.278860146,3.772974162,0.5058859846,0.002164502165,6,6,0.2028347996
ENSG00000179943_FIZ1,FIZ1,0,1,8.053844393,8.516070253,-0.4622258601,0.002164502165,6,6,0.2028347996
ENSG00000180155_LYNX1,LYNX1,0,1,8.074381677,8.920698995,-0.8463173181,0.002164502165,6,6,0.2028347996
ENSG00000180822_PSMG4,PSMG4,1,1,9.594966697,9.077556659,0.5174100385,0.002164502165,6,6,0.2028347996
ENSG00000182253_SYNM,SYNM,1,1,7.741196431,6.9690701,0.7721263304,0.002164502165,6,6,0.2028347996
ENSG00000183421_RIPK4,RIPK4,0,1,10.29133195,10.69570792,-0.4043759704,0.002164502165,6,6,0.2028347996
ENSG00000183971_NPW,NPW,1,1,8.741681481,7.656756966,1.084924515,0.002164502165,6,6,0.2028347996
ENSG00000185215_TNFAIP2,TNFAIP2,0,1,12.58795737,13.16867665,-0.5807192757,0.002164502165,6,6,0.2028347996
ENSG00000185340_GAS2L1,GAS2L1,0,1,9.062909816,9.576208377,-0.5132985606,0.002164502165,6,6,0.2028347996
ENSG00000186615_KTN1-AS1,KTN1-AS1,1,1,7.381182928,6.442314771,0.9388681571,0.002164502165,6,6,0.2028347996
ENSG00000186867_QRFPR,QRFPR,1,1,9.370063384,8.248117404,1.12194598,0.002164502165,6,6,0.2028347996
ENSG00000187372_PCDHB13,PCDHB13,0,1,5.552983424,6.023096013,-0.4701125891,0.002164502165,6,6,0.2028347996
ENSG00000187554_TLR5,TLR5,0,1,7.976607423,8.340539399,-0.3639319757,0.002164502165,6,6,0.2028347996
ENSG00000188706_ZDHHC9,ZDHHC9,1,1,11.25428698,10.99829044,0.2559965389,0.002164502165,6,6,0.2028347996
ENSG00000196873_CBWD3,CBWD3,1,1,9.398850951,8.978820791,0.4200301596,0.002164502165,6,6,0.2028347996
ENSG00000198252_STYX,STYX,1,1,10.44378339,9.862094225,0.5816891679,0.002164502165,6,6,0.2028347996
ENSG00000198355_PIM3,PIM3,0,1,12.42186267,12.94147823,-0.519615562,0.002164502165,6,6,0.2028347996
ENSG00000204175_GPRIN2,GPRIN2,0,1,3.510668787,4.327328772,-0.8166599852,0.002164502165,6,6,0.2028347996
ENSG00000205978_NYNRIN,NYNRIN,0,1,6.758423387,7.907367064,-1.148943678,0.002164502165,6,6,0.2028347996
ENSG00000215790_SLC35E2A,SLC35E2A,0,1,7.575731091,8.185676184,-0.6099450929,0.002164502165,6,6,0.2028347996
ENSG00000223485_LINC01615,LINC01615,1,1,2.756870911,1.437894651,1.31897626,0.002164502165,6,6,0.2028347996
ENSG00000229809_ZNF688,ZNF688,0,1,6.962789259,7.562356375,-0.5995671165,0.002164502165,6,6,0.2028347996
ENSG00000232434_AJM1,AJM1,0,1,7.577044155,7.802056428,-0.2250122725,0.002164502165,6,6,0.2028347996
ENSG00000236200_KDM4A-AS1,KDM4A-AS1,1,1,4.746668477,3.463573701,1.283094777,0.002164502165,6,6,0.2028347996
ENSG00000239264_TXNDC5,TXNDC5,1,1,12.90870466,12.62289247,0.2858121887,0.002164502165,6,6,0.2028347996
ENSG00000240204_SMKR1,SMKR1,1,1,8.27052231,7.123430413,1.147091897,0.002164502165,6,6,0.2028347996
ENSG00000243649_CFB,CFB,0,1,11.30064938,11.79892437,-0.4982749936,0.002164502165,6,6,0.2028347996
ENSG00000248846_LINC02065,LINC02065,0,1,5.360832829,6.300360598,-0.9395277695,0.002164502165,6,6,0.2028347996
ENSG00000255650_FAM222A-AS1,FAM222A-AS1,1,1,6.755218771,4.742523172,2.012695599,0.002164502165,6,6,0.2028347996
ENSG00000266967_AARSD1,AARSD1,1,1,8.911192112,8.496233629,0.4149584833,0.002164502165,6,6,0.2028347996
ENSG00000268573_AC011815.1,AC011815.1,0,1,5.921162756,6.393151467,-0.4719887116,0.002164502165,6,6,0.2028347996
ENSG00000269951_AC090181.2,AC090181.2,1,1,4.913304777,4.119910377,0.7933943998,0.002164502165,6,6,0.2028347996
ENSG00000272076_AC090186.1,AC090186.1,0,1,1.184691311,2.483877224,-1.299185913,0.002164502165,6,6,0.2028347996
ENSG00000272711_AC019069.1,AC019069.1,1,1,6.834995234,5.927973546,0.9070216882,0.002164502165,6,6,0.2028347996
ENSG00000283000_LINC02635,LINC02635,0,1,4.284081769,5.084573984,-0.8004922156,0.002164502165,6,6,0.2028347996
ENSG00000287431_AC027601.6,AC027601.6,0,1,6.681721908,7.134315772,-0.4525938642,0.002164502165,6,6,0.2028347996
ENSG00000287906_AC127526.5,AC127526.5,1,1,6.908325516,6.287590318,0.6207351976,0.002164502165,6,6,0.2028347996
ENSG00000204644_ZFP57,ZFP57,0,1,0,1.575958996,-1.575958996,0.00277843011,6,6,0.2589734589
ENSG00000279932_AP006248.4,AP006248.4,1,1,1.930902352,0.1748722023,1.756030149,0.00366454759,6,6,0.2763902764
ENSG00000001497_LAS1L,LAS1L,0.9722222222,0.9722222222,9.810385273,9.434436,0.3759492729,0.004329004329,6,6,0.2763902764
ENSG00000091483_FH,FH,0.9722222222,0.9722222222,11.45075205,11.32883084,0.1219212139,0.004329004329,6,6,0.2763902764
ENSG00000101158_NELFCD,NELFCD,0.9722222222,0.9722222222,11.05774569,10.83951118,0.2182345106,0.004329004329,6,6,0.2763902764
ENSG00000104231_ZFAND1,ZFAND1,0.9722222222,0.9722222222,10.3913727,10.20736588,0.1840068202,0.004329004329,6,6,0.2763902764
ENSG00000104660_LEPROTL1,LEPROTL1,0.9722222222,0.9722222222,9.918973387,9.71258708,0.2063863071,0.004329004329,6,6,0.2763902764
ENSG00000108474_PIGL,PIGL,0.9722222222,0.9722222222,8.095377895,7.679464535,0.4159133597,0.004329004329,6,6,0.2763902764
ENSG00000113389_NPR3,NPR3,0.9722222222,0.9722222222,6.532348448,5.098135196,1.434213252,0.004329004329,6,6,0.2763902764
ENSG00000113552_GNPDA1,GNPDA1,0.9722222222,0.9722222222,10.62478572,10.05781014,0.5669755781,0.004329004329,6,6,0.2763902764
ENSG00000118939_UCHL3,UCHL3,0.9722222222,0.9722222222,9.978530298,9.731568141,0.246962157,0.004329004329,6,6,0.2763902764
ENSG00000119185_ITGB1BP1,ITGB1BP1,0.9722222222,0.9722222222,10.67494035,10.40880798,0.2661323734,0.004329004329,6,6,0.2763902764
ENSG00000119705_SLIRP,SLIRP,0.9722222222,0.9722222222,10.23225676,9.907091242,0.3251655153,0.004329004329,6,6,0.2763902764
ENSG00000123685_BATF3,BATF3,0.9722222222,0.9722222222,5.05243168,2.559107574,2.493324105,0.004329004329,6,6,0.2763902764
ENSG00000128050_PAICS,PAICS,0.9722222222,0.9722222222,13.45817772,12.94595388,0.5122238362,0.004329004329,6,6,0.2763902764
ENSG00000128383_APOBEC3A,APOBEC3A,0.9722222222,0.9722222222,3.424904552,1.792263294,1.632641257,0.004329004329,6,6,0.2763902764
ENSG00000129187_DCTD,DCTD,0.9722222222,0.9722222222,11.20163449,11.05818003,0.1434544538,0.004329004329,6,6,0.2763902764
ENSG00000136261_BZW2,BZW2,0.9722222222,0.9722222222,11.44156952,11.05351944,0.3880500754,0.004329004329,6,6,0.2763902764
ENSG00000138028_CGREF1,CGREF1,0.9722222222,0.9722222222,8.965680184,8.510536027,0.4551441567,0.004329004329,6,6,0.2763902764
ENSG00000144034_TPRKB,TPRKB,0.9722222222,0.9722222222,9.111022706,8.741475963,0.3695467429,0.004329004329,6,6,0.2763902764
ENSG00000150753_CCT5,CCT5,0.9722222222,0.9722222222,13.01703042,12.74017037,0.2768600481,0.004329004329,6,6,0.2763902764
ENSG00000157470_FAM81A,FAM81A,0.9722222222,0.9722222222,8.669941313,7.803212839,0.8667284737,0.004329004329,6,6,0.2763902764
ENSG00000162885_B3GALNT2,B3GALNT2,0.9722222222,0.9722222222,10.57923526,10.36057476,0.2186605009,0.004329004329,6,6,0.2763902764
ENSG00000164687_FABP5,FABP5,0.9722222222,0.9722222222,10.69878035,9.885010528,0.8137698181,0.004329004329,6,6,0.2763902764
ENSG00000165474_GJB2,GJB2,0.9722222222,0.9722222222,10.01138681,9.063682901,0.9477039104,0.004329004329,6,6,0.2763902764
ENSG00000166033_HTRA1,HTRA1,0.9722222222,0.9722222222,7.895810947,7.126125192,0.7696857551,0.004329004329,6,6,0.2763902764
ENSG00000169418_NPR1,NPR1,0.9722222222,0.9722222222,3.241231179,1.611880719,1.62935046,0.004329004329,6,6,0.2763902764
ENSG00000173418_NAA20,NAA20,0.9722222222,0.9722222222,10.84158732,10.60600969,0.2355776289,0.004329004329,6,6,0.2763902764
ENSG00000176438_SYNE3,SYNE3,0.9722222222,0.9722222222,6.416437544,5.6919639,0.724473644,0.004329004329,6,6,0.2763902764
ENSG00000178695_KCTD12,KCTD12,0.9722222222,0.9722222222,10.96791119,9.778001193,1.189909997,0.004329004329,6,6,0.2763902764
ENSG00000178802_MPI,MPI,0.9722222222,0.9722222222,9.667223136,9.419403573,0.2478195634,0.004329004329,6,6,0.2763902764
ENSG00000179111_HES7,HES7,0.9722222222,0.9722222222,8.528662549,8.037253899,0.4914086494,0.004329004329,6,6,0.2763902764
