gene,gene_symbol,auc,max_auc,mean_positive,mean_negative,mean_delta,pvalue,n_positive,n_negative,fdr
ENSG00000028116_VRK2,VRK2,0,1,9.596682022,9.740154306,-0.1434722846,0.02857142857,4,4,0.3887587822
ENSG00000029363_BCLAF1,BCLAF1,0,1,12.47214943,12.61638214,-0.1442327074,0.02857142857,4,4,0.3887587822
ENSG00000030110_BAK1,BAK1,1,1,9.564130513,9.423426758,0.1407037552,0.02857142857,4,4,0.3887587822
ENSG00000032219_ARID4A,ARID4A,0,1,8.991153047,9.251970889,-0.2608178424,0.02857142857,4,4,0.3887587822
ENSG00000033100_CHPF2,CHPF2,1,1,10.36222814,10.03880795,0.3234201908,0.02857142857,4,4,0.3887587822
ENSG00000033327_GAB2,GAB2,1,1,7.415133869,6.879601091,0.5355327787,0.02857142857,4,4,0.3887587822
ENSG00000034152_MAP2K3,MAP2K3,1,1,11.25455858,10.91822301,0.3363355692,0.02857142857,4,4,0.3887587822
ENSG00000038358_EDC4,EDC4,1,1,10.64713273,10.45649362,0.1906391142,0.02857142857,4,4,0.3887587822
ENSG00000040608_RTN4R,RTN4R,1,1,7.821194908,7.421471157,0.3997237513,0.02857142857,4,4,0.3887587822
ENSG00000041357_PSMA4,PSMA4,0,1,11.52236322,11.66776642,-0.1454031918,0.02857142857,4,4,0.3887587822
ENSG00000041880_PARP3,PARP3,0,1,7.164918516,7.593369185,-0.4284506689,0.02857142857,4,4,0.3887587822
ENSG00000042317_SPATA7,SPATA7,0,1,6.973963587,7.336001324,-0.3620377368,0.02857142857,4,4,0.3887587822
ENSG00000047644_WWC3,WWC3,1,1,9.906690955,9.699297709,0.2073932467,0.02857142857,4,4,0.3887587822
ENSG00000048342_CC2D2A,CC2D2A,0,1,9.414710355,9.624015738,-0.209305383,0.02857142857,4,4,0.3887587822
ENSG00000048392_RRM2B,RRM2B,0,1,9.918372312,10.12136601,-0.2029936999,0.02857142857,4,4,0.3887587822
ENSG00000048471_SNX29,SNX29,0,1,9.587014606,9.831213764,-0.2441991582,0.02857142857,4,4,0.3887587822
ENSG00000048649_RSF1,RSF1,0,1,10.90723022,11.08663989,-0.1794096658,0.02857142857,4,4,0.3887587822
ENSG00000049656_CLPTM1L,CLPTM1L,1,1,11.80416617,11.63107371,0.1730924598,0.02857142857,4,4,0.3887587822
ENSG00000050820_BCAR1,BCAR1,1,1,11.02342969,10.80129169,0.2221379972,0.02857142857,4,4,0.3887587822
ENSG00000051128_HOMER3,HOMER3,1,1,9.498093252,9.331921739,0.1661715124,0.02857142857,4,4,0.3887587822
ENSG00000054118_THRAP3,THRAP3,0,1,12.37997956,12.53291278,-0.1529332277,0.02857142857,4,4,0.3887587822
ENSG00000054267_ARID4B,ARID4B,0,1,10.1791072,10.31243926,-0.1333320572,0.02857142857,4,4,0.3887587822
ENSG00000054690_PLEKHH1,PLEKHH1,1,1,8.355479943,8.194990759,0.1604891833,0.02857142857,4,4,0.3887587822
ENSG00000055070_SZRD1,SZRD1,1,1,11.01245476,10.9086134,0.1038413555,0.02857142857,4,4,0.3887587822
ENSG00000060982_BCAT1,BCAT1,0,1,2.553278393,3.433960306,-0.8806819122,0.02857142857,4,4,0.3887587822
ENSG00000061938_TNK2,TNK2,1,1,10.15775516,9.875794709,0.2819604481,0.02857142857,4,4,0.3887587822
ENSG00000062822_POLD1,POLD1,1,1,9.832453089,9.571933863,0.2605192263,0.02857142857,4,4,0.3887587822
ENSG00000063660_GPC1,GPC1,1,1,11.82155422,11.42777792,0.3937763007,0.02857142857,4,4,0.3887587822
ENSG00000064199_SPA17,SPA17,0,1,7.924984459,8.133317214,-0.2083327554,0.02857142857,4,4,0.3887587822
ENSG00000064692_SNCAIP,SNCAIP,0,1,8.267957733,9.127777154,-0.8598194212,0.02857142857,4,4,0.3887587822
ENSG00000065413_ANKRD44,ANKRD44,1,1,6.180490935,5.901937205,0.2785537297,0.02857142857,4,4,0.3887587822
ENSG00000065615_CYB5R4,CYB5R4,0,1,9.088010562,9.263116684,-0.1751061218,0.02857142857,4,4,0.3887587822
ENSG00000065802_ASB1,ASB1,1,1,9.831856632,9.567481806,0.2643748258,0.02857142857,4,4,0.3887587822
ENSG00000066455_GOLGA5,GOLGA5,0,1,9.919313244,10.0874669,-0.168153659,0.02857142857,4,4,0.3887587822
ENSG00000066933_MYO9A,MYO9A,0,1,11.13258882,11.2315159,-0.09892707824,0.02857142857,4,4,0.3887587822
ENSG00000067066_SP100,SP100,0,1,10.27114075,10.4129026,-0.1417618439,0.02857142857,4,4,0.3887587822
ENSG00000068001_HYAL2,HYAL2,1,1,10.16617539,9.934430714,0.2317446729,0.02857142857,4,4,0.3887587822
ENSG00000068028_RASSF1,RASSF1,1,1,8.565059829,8.262778539,0.3022812898,0.02857142857,4,4,0.3887587822
ENSG00000069275_NUCKS1,NUCKS1,0,1,13.28720673,13.43937947,-0.1521727375,0.02857142857,4,4,0.3887587822
ENSG00000069482_GAL,GAL,1,1,8.02806952,7.736756599,0.2913129209,0.02857142857,4,4,0.3887587822
ENSG00000070404_FSTL3,FSTL3,1,1,11.59383718,11.06667455,0.5271626311,0.02857142857,4,4,0.3887587822
ENSG00000071462_BUD23,BUD23,1,1,9.777584465,9.619876637,0.1577078271,0.02857142857,4,4,0.3887587822
ENSG00000075223_SEMA3C,SEMA3C,0,1,12.6325348,12.92328449,-0.2907496862,0.02857142857,4,4,0.3887587822
ENSG00000075239_ACAT1,ACAT1,0,1,11.45758474,11.61386249,-0.1562777552,0.02857142857,4,4,0.3887587822
ENSG00000076053_RBM7,RBM7,0,1,9.815663986,9.975928911,-0.1602649251,0.02857142857,4,4,0.3887587822
ENSG00000076513_ANKRD13A,ANKRD13A,0,1,11.26191715,11.46374556,-0.2018284196,0.02857142857,4,4,0.3887587822
ENSG00000076770_MBNL3,MBNL3,0,1,10.65752624,10.85458144,-0.1970552017,0.02857142857,4,4,0.3887587822
ENSG00000076928_ARHGEF1,ARHGEF1,1,1,10.31601424,10.09719865,0.2188155934,0.02857142857,4,4,0.3887587822
ENSG00000077157_PPP1R12B,PPP1R12B,0,1,9.324200225,9.474634536,-0.150434311,0.02857142857,4,4,0.3887587822
ENSG00000077235_GTF3C1,GTF3C1,1,1,11.63370324,11.53967306,0.09403017986,0.02857142857,4,4,0.3887587822
ENSG00000077782_FGFR1,FGFR1,1,1,8.119340467,7.717306974,0.4020334928,0.02857142857,4,4,0.3887587822
ENSG00000078674_PCM1,PCM1,0,1,11.74339131,11.86977388,-0.1263825666,0.02857142857,4,4,0.3887587822
ENSG00000078902_TOLLIP,TOLLIP,1,1,10.57221532,10.36752241,0.2046929139,0.02857142857,4,4,0.3887587822
ENSG00000079313_REXO1,REXO1,1,1,10.0842016,9.80546501,0.278736586,0.02857142857,4,4,0.3887587822
ENSG00000080854_IGSF9B,IGSF9B,1,1,10.91259287,10.75585834,0.1567345363,0.02857142857,4,4,0.3887587822
ENSG00000081026_MAGI3,MAGI3,0,1,9.482124879,9.600809102,-0.1186842227,0.02857142857,4,4,0.3887587822
ENSG00000081913_PHLPP1,PHLPP1,1,1,10.33778857,10.19390466,0.1438839157,0.02857142857,4,4,0.3887587822
ENSG00000082258_CCNT2,CCNT2,0,1,10.22809542,10.33354735,-0.1054519264,0.02857142857,4,4,0.3887587822
ENSG00000082438_COBLL1,COBLL1,0,1,10.67269525,10.87917282,-0.2064775769,0.02857142857,4,4,0.3887587822
ENSG00000083544_TDRD3,TDRD3,0,1,9.360063363,9.562288067,-0.202224704,0.02857142857,4,4,0.3887587822
ENSG00000084754_HADHA,HADHA,0,1,12.39196225,12.50168436,-0.1097221091,0.02857142857,4,4,0.3887587822
ENSG00000085224_ATRX,ATRX,0,1,11.75343466,11.89540007,-0.141965407,0.02857142857,4,4,0.3887587822
ENSG00000085377_PREP,PREP,1,1,10.76843211,10.67157813,0.09685397221,0.02857142857,4,4,0.3887587822
ENSG00000085719_CPNE3,CPNE3,0,1,12.46565286,12.55576139,-0.09010853778,0.02857142857,4,4,0.3887587822
ENSG00000085998_POMGNT1,POMGNT1,1,1,10.2691849,10.19652842,0.07265648284,0.02857142857,4,4,0.3887587822
ENSG00000086065_CHMP5,CHMP5,0,1,10.34910604,10.54064543,-0.1915393893,0.02857142857,4,4,0.3887587822
ENSG00000086570_FAT2,FAT2,0,1,2.430143225,3.164408664,-0.7342654389,0.02857142857,4,4,0.3887587822
ENSG00000087157_PGS1,PGS1,1,1,8.909886555,8.747606687,0.1622798678,0.02857142857,4,4,0.3887587822
ENSG00000088682_COQ9,COQ9,0,1,10.25735641,10.43960158,-0.1822451704,0.02857142857,4,4,0.3887587822
ENSG00000088726_TMEM40,TMEM40,0,1,3.858381292,4.754484129,-0.8961028369,0.02857142857,4,4,0.3887587822
ENSG00000088812_ATRN,ATRN,0,1,11.34194607,11.42732879,-0.08538271167,0.02857142857,4,4,0.3887587822
ENSG00000088826_SMOX,SMOX,1,1,8.661873596,8.223873427,0.4380001695,0.02857142857,4,4,0.3887587822
ENSG00000088970_KIZ,KIZ,0,1,7.912312235,8.318624888,-0.4063126531,0.02857142857,4,4,0.3887587822
ENSG00000089009_RPL6,RPL6,0,1,14.689487,14.85501896,-0.1655319616,0.02857142857,4,4,0.3887587822
ENSG00000089063_TMEM230,TMEM230,0,1,10.61087966,10.77234318,-0.1614635231,0.02857142857,4,4,0.3887587822
ENSG00000089154_GCN1,GCN1,1,1,12.82181327,12.71658692,0.1052263531,0.02857142857,4,4,0.3887587822
ENSG00000089177_KIF16B,KIF16B,0,1,9.064518874,9.153064723,-0.08854584881,0.02857142857,4,4,0.3887587822
ENSG00000089723_OTUB2,OTUB2,1,1,6.893915798,6.405067163,0.4888486349,0.02857142857,4,4,0.3887587822
ENSG00000090263_MRPS33,MRPS33,0,1,9.709466864,9.924060887,-0.2145940228,0.02857142857,4,4,0.3887587822
ENSG00000090316_MAEA,MAEA,1,1,11.05947999,10.93027954,0.1292004451,0.02857142857,4,4,0.3887587822
ENSG00000090372_STRN4,STRN4,1,1,10.8587796,10.74077304,0.1180065637,0.02857142857,4,4,0.3887587822
ENSG00000090376_IRAK3,IRAK3,0,1,9.033569204,9.197967667,-0.1643984635,0.02857142857,4,4,0.3887587822
ENSG00000090565_RAB11FIP3,RAB11FIP3,1,1,9.857884774,9.697735739,0.1601490344,0.02857142857,4,4,0.3887587822
ENSG00000090615_GOLGA3,GOLGA3,1,1,12.02581757,11.89165216,0.1341654141,0.02857142857,4,4,0.3887587822
ENSG00000090776_EFNB1,EFNB1,1,1,10.34513725,10.23738063,0.1077566154,0.02857142857,4,4,0.3887587822
ENSG00000090863_GLG1,GLG1,0,1,12.38625099,12.4825412,-0.09629020218,0.02857142857,4,4,0.3887587822
ENSG00000090989_EXOC1,EXOC1,0,1,10.21801438,10.33659004,-0.1185756594,0.02857142857,4,4,0.3887587822
ENSG00000091542_ALKBH5,ALKBH5,1,1,11.6643846,11.48298258,0.1814020237,0.02857142857,4,4,0.3887587822
ENSG00000094975_SUCO,SUCO,0,1,9.582125938,9.710877443,-0.1287515052,0.02857142857,4,4,0.3887587822
ENSG00000095637_SORBS1,SORBS1,1,1,6.251503394,5.792827712,0.4586756821,0.02857142857,4,4,0.3887587822
ENSG00000096060_FKBP5,FKBP5,0,1,14.29866235,14.51998612,-0.221323769,0.02857142857,4,4,0.3887587822
ENSG00000096093_EFHC1,EFHC1,0,1,8.288452532,8.579056525,-0.2906039939,0.02857142857,4,4,0.3887587822
ENSG00000096654_ZNF184,ZNF184,0,1,7.860905497,8.067921426,-0.2070159294,0.02857142857,4,4,0.3887587822
ENSG00000096696_DSP,DSP,0,1,14.89569797,15.00719192,-0.1114939517,0.02857142857,4,4,0.3887587822
ENSG00000097007_ABL1,ABL1,1,1,11.28651424,11.18838433,0.09812990877,0.02857142857,4,4,0.3887587822
ENSG00000099804_CDC34,CDC34,1,1,9.761961813,9.560167771,0.2017940418,0.02857142857,4,4,0.3887587822
ENSG00000099812_MISP,MISP,1,1,11.52299727,11.2285436,0.2944536709,0.02857142857,4,4,0.3887587822
ENSG00000099814_CEP170B,CEP170B,1,1,11.89137733,11.52586984,0.3655074842,0.02857142857,4,4,0.3887587822
ENSG00000099821_POLRMT,POLRMT,1,1,10.86409648,10.55170336,0.3123931174,0.02857142857,4,4,0.3887587822
ENSG00000099904_ZDHHC8,ZDHHC8,1,1,10.40072334,10.13546869,0.2652546503,0.02857142857,4,4,0.3887587822
ENSG00000099940_SNAP29,SNAP29,0,1,10.08971997,10.17263577,-0.0829157941,0.02857142857,4,4,0.3887587822
ENSG00000099942_CRKL,CRKL,1,1,11.22726661,11.04948402,0.1777825862,0.02857142857,4,4,0.3887587822
ENSG00000099949_LZTR1,LZTR1,1,1,10.16990913,10.02570158,0.1442075536,0.02857142857,4,4,0.3887587822
ENSG00000100060_MFNG,MFNG,1,1,5.702957386,5.076849683,0.6261077028,0.02857142857,4,4,0.3887587822
ENSG00000100065_CARD10,CARD10,1,1,10.7817582,10.38508526,0.3966729411,0.02857142857,4,4,0.3887587822
ENSG00000100083_GGA1,GGA1,1,1,10.02083178,9.838098019,0.1827337638,0.02857142857,4,4,0.3887587822
ENSG00000100129_EIF3L,EIF3L,0,1,13.3167163,13.44801059,-0.1312942844,0.02857142857,4,4,0.3887587822
ENSG00000100162_CENPM,CENPM,1,1,7.589925553,7.224590491,0.3653350615,0.02857142857,4,4,0.3887587822
ENSG00000100219_XBP1,XBP1,1,1,11.70266804,11.5675547,0.1351133353,0.02857142857,4,4,0.3887587822
ENSG00000100234_TIMP3,TIMP3,1,1,9.621884083,9.266920894,0.3549631893,0.02857142857,4,4,0.3887587822
ENSG00000100241_SBF1,SBF1,1,1,12.10747971,11.86966443,0.2378152774,0.02857142857,4,4,0.3887587822
ENSG00000100290_BIK,BIK,1,1,8.60033186,8.418295146,0.1820367143,0.02857142857,4,4,0.3887587822
ENSG00000100395_L3MBTL2,L3MBTL2,1,1,9.872883375,9.66406266,0.2088207149,0.02857142857,4,4,0.3887587822
ENSG00000100425_BRD1,BRD1,1,1,10.35267496,10.22254734,0.1301276258,0.02857142857,4,4,0.3887587822
ENSG00000100478_AP4S1,AP4S1,1,1,7.037000264,6.716948035,0.3200522291,0.02857142857,4,4,0.3887587822
ENSG00000100568_VTI1B,VTI1B,0,1,10.82776147,10.92077825,-0.09301678672,0.02857142857,4,4,0.3887587822
ENSG00000100578_KIAA0586,KIAA0586,0,1,9.651600639,9.798522116,-0.1469214762,0.02857142857,4,4,0.3887587822
ENSG00000100711_ZFYVE21,ZFYVE21,1,1,9.891721854,9.669003358,0.2227184951,0.02857142857,4,4,0.3887587822
ENSG00000100726_TELO2,TELO2,1,1,10.05032419,9.763163616,0.2871605693,0.02857142857,4,4,0.3887587822
ENSG00000100784_RPS6KA5,RPS6KA5,0,1,7.488106765,7.636492288,-0.1483855231,0.02857142857,4,4,0.3887587822
ENSG00000100815_TRIP11,TRIP11,0,1,11.20937917,11.32711396,-0.117734794,0.02857142857,4,4,0.3887587822
ENSG00000100852_ARHGAP5,ARHGAP5,0,1,12.42321636,12.54263293,-0.1194165704,0.02857142857,4,4,0.3887587822
ENSG00000100926_TM9SF1,TM9SF1,1,1,10.3858788,10.25734094,0.1285378569,0.02857142857,4,4,0.3887587822
ENSG00000100994_PYGB,PYGB,1,1,14.4243033,14.2543071,0.169996201,0.02857142857,4,4,0.3887587822
ENSG00000101052_IFT52,IFT52,0,1,8.207930072,8.468978122,-0.2610480506,0.02857142857,4,4,0.3887587822
ENSG00000101096_NFATC2,NFATC2,1,1,6.5955695,6.206165879,0.3894036217,0.02857142857,4,4,0.3887587822
ENSG00000101146_RAE1,RAE1,1,1,9.569335778,9.330067682,0.2392680969,0.02857142857,4,4,0.3887587822
ENSG00000101152_DNAJC5,DNAJC5,1,1,11.77186481,11.60948583,0.1623789855,0.02857142857,4,4,0.3887587822
ENSG00000101181_MTG2,MTG2,1,1,9.413322412,9.219580784,0.1937416284,0.02857142857,4,4,0.3887587822
ENSG00000101199_ARFGAP1,ARFGAP1,1,1,10.2242201,9.986090532,0.2381295648,0.02857142857,4,4,0.3887587822
ENSG00000101230_ISM1,ISM1,1,1,4.313875841,3.566276467,0.747599374,0.02857142857,4,4,0.3887587822
ENSG00000101246_ARFRP1,ARFRP1,1,1,9.558071878,9.339386747,0.2186851314,0.02857142857,4,4,0.3887587822
ENSG00000101247_NDUFAF5,NDUFAF5,1,1,8.653243255,8.589005133,0.06423812194,0.02857142857,4,4,0.3887587822
ENSG00000101255_TRIB3,TRIB3,1,1,9.434776687,8.904708934,0.5300677534,0.02857142857,4,4,0.3887587822
ENSG00000101333_PLCB4,PLCB4,0,1,9.081728134,9.344515382,-0.262787248,0.02857142857,4,4,0.3887587822
ENSG00000101353_MROH8,MROH8,0,1,3.487151013,4.401730092,-0.9145790786,0.02857142857,4,4,0.3887587822
ENSG00000101412_E2F1,E2F1,1,1,9.417038102,8.714581875,0.7024562266,0.02857142857,4,4,0.3887587822
ENSG00000101665_SMAD7,SMAD7,1,1,8.059197512,7.803553159,0.2556443531,0.02857142857,4,4,0.3887587822
ENSG00000101745_ANKRD12,ANKRD12,0,1,10.19705555,10.52332673,-0.3262711797,0.02857142857,4,4,0.3887587822
ENSG00000101751_POLI,POLI,0,1,8.980675184,9.256737229,-0.2760620447,0.02857142857,4,4,0.3887587822
ENSG00000101752_MIB1,MIB1,0,1,11.67107565,11.76602226,-0.09494661384,0.02857142857,4,4,0.3887587822
ENSG00000101945_SUV39H1,SUV39H1,1,1,8.370354173,7.943079756,0.4272744173,0.02857142857,4,4,0.3887587822
ENSG00000101972_STAG2,STAG2,0,1,11.39899859,11.63244407,-0.2334454788,0.02857142857,4,4,0.3887587822
ENSG00000102174_PHEX,PHEX,0,1,4.751881941,5.301271783,-0.5493898424,0.02857142857,4,4,0.3887587822
ENSG00000102302_FGD1,FGD1,1,1,9.207026729,8.971569972,0.2354567569,0.02857142857,4,4,0.3887587822
ENSG00000102580_DNAJC3,DNAJC3,1,1,12.47040014,12.25518607,0.2152140674,0.02857142857,4,4,0.3887587822
ENSG00000102897_LYRM1,LYRM1,0,1,8.465015839,8.691287075,-0.2262712361,0.02857142857,4,4,0.3887587822
ENSG00000102977_ACD,ACD,1,1,8.905448802,8.595401143,0.3100476594,0.02857142857,4,4,0.3887587822
ENSG00000102996_MMP15,MMP15,1,1,9.847098335,9.617750773,0.2293475624,0.02857142857,4,4,0.3887587822
ENSG00000103043_VAC14,VAC14,1,1,10.29303977,10.20379929,0.08924048835,0.02857142857,4,4,0.3887587822
ENSG00000103066_PLA2G15,PLA2G15,1,1,7.97964017,7.75866598,0.2209741905,0.02857142857,4,4,0.3887587822
ENSG00000103187_COTL1,COTL1,1,1,12.63926627,12.34688482,0.2923814524,0.02857142857,4,4,0.3887587822
ENSG00000103226_NOMO3,NOMO3,1,1,9.852219116,9.66579874,0.1864203758,0.02857142857,4,4,0.3887587822
ENSG00000103326_CAPN15,CAPN15,1,1,11.1798587,10.79937915,0.380479545,0.02857142857,4,4,0.3887587822
ENSG00000103494_RPGRIP1L,RPGRIP1L,0,1,8.830000711,9.060564778,-0.2305640672,0.02857142857,4,4,0.3887587822
ENSG00000103653_CSK,CSK,1,1,11.17676396,11.01182198,0.1649419865,0.02857142857,4,4,0.3887587822
ENSG00000103657_HERC1,HERC1,0,1,11.1605351,11.23625108,-0.07571598137,0.02857142857,4,4,0.3887587822
ENSG00000103855_CD276,CD276,1,1,11.42629968,11.1271075,0.2991921835,0.02857142857,4,4,0.3887587822
ENSG00000103966_EHD4,EHD4,1,1,10.93617497,10.6898116,0.2463633727,0.02857142857,4,4,0.3887587822
ENSG00000104142_VPS18,VPS18,1,1,10.07468303,9.87577401,0.1989090234,0.02857142857,4,4,0.3887587822
ENSG00000104231_ZFAND1,ZFAND1,0,1,10.26447661,10.3705747,-0.1060980939,0.02857142857,4,4,0.3887587822
ENSG00000104267_CA2,CA2,1,1,11.05882731,10.41256224,0.6462650694,0.02857142857,4,4,0.3887587822
ENSG00000104320_NBN,NBN,0,1,11.0873564,11.23830886,-0.1509524578,0.02857142857,4,4,0.3887587822
ENSG00000104327_CALB1,CALB1,0,1,2.896011585,3.471097905,-0.5750863203,0.02857142857,4,4,0.3887587822
ENSG00000104343_UBE2W,UBE2W,0,1,9.625973403,9.733591477,-0.1076180733,0.02857142857,4,4,0.3887587822
ENSG00000104361_NIPAL2,NIPAL2,0,1,10.24227432,10.47862146,-0.2363471393,0.02857142857,4,4,0.3887587822
ENSG00000104427_ZC2HC1A,ZC2HC1A,0,1,8.127418447,8.377591081,-0.2501726338,0.02857142857,4,4,0.3887587822
ENSG00000104447_TRPS1,TRPS1,0,1,12.29737084,12.52960867,-0.2322378219,0.02857142857,4,4,0.3887587822
ENSG00000104731_KLHDC4,KLHDC4,1,1,9.766247468,9.555576998,0.2106704706,0.02857142857,4,4,0.3887587822
ENSG00000104783_KCNN4,KCNN4,1,1,11.57669011,11.2553325,0.3213576024,0.02857142857,4,4,0.3887587822
ENSG00000104825_NFKBIB,NFKBIB,1,1,8.929254373,8.682680405,0.2465739687,0.02857142857,4,4,0.3887587822
ENSG00000104880_ARHGEF18,ARHGEF18,1,1,10.45251631,10.19597189,0.2565444267,0.02857142857,4,4,0.3887587822
ENSG00000104885_DOT1L,DOT1L,1,1,10.70679464,10.40835116,0.2984434825,0.02857142857,4,4,0.3887587822
ENSG00000104886_PLEKHJ1,PLEKHJ1,1,1,10.02560526,9.749461335,0.2761439216,0.02857142857,4,4,0.3887587822
ENSG00000104889_RNASEH2A,RNASEH2A,1,1,8.437065398,8.224955825,0.2121095727,0.02857142857,4,4,0.3887587822
ENSG00000104907_TRMT1,TRMT1,1,1,10.03387764,9.873702544,0.1601750951,0.02857142857,4,4,0.3887587822
ENSG00000105063_PPP6R1,PPP6R1,1,1,11.58380593,11.39426837,0.1895375623,0.02857142857,4,4,0.3887587822
ENSG00000105197_TIMM50,TIMM50,1,1,10.69471431,10.52732509,0.1673892245,0.02857142857,4,4,0.3887587822
ENSG00000105229_PIAS4,PIAS4,1,1,9.40198009,9.247801886,0.1541782037,0.02857142857,4,4,0.3887587822
ENSG00000105369_CD79A,CD79A,1,1,1.985314518,0.9065243997,1.078790118,0.02857142857,4,4,0.3887587822
ENSG00000105447_GRWD1,GRWD1,1,1,10.9087046,10.60838945,0.3003151501,0.02857142857,4,4,0.3887587822
ENSG00000105556_MIER2,MIER2,1,1,8.943525802,8.627602709,0.3159230932,0.02857142857,4,4,0.3887587822
ENSG00000105613_MAST1,MAST1,1,1,5.090172371,4.843058755,0.2471136159,0.02857142857,4,4,0.3887587822
ENSG00000105676_ARMC6,ARMC6,1,1,10.32254364,10.18175402,0.140789617,0.02857142857,4,4,0.3887587822
ENSG00000105699_LSR,LSR,1,1,11.94731915,11.78405413,0.163265024,0.02857142857,4,4,0.3887587822
ENSG00000105792_CFAP69,CFAP69,0,1,5.936433934,6.143181797,-0.2067478637,0.02857142857,4,4,0.3887587822
ENSG00000105835_NAMPT,NAMPT,0,1,12.72388615,12.83818625,-0.1143000913,0.02857142857,4,4,0.3887587822
ENSG00000105877_DNAH11,DNAH11,0,1,9.167467772,9.389356585,-0.2218888123,0.02857142857,4,4,0.3887587822
ENSG00000105963_ADAP1,ADAP1,1,1,10.06709628,9.826264212,0.2408320667,0.02857142857,4,4,0.3887587822
ENSG00000106003_LFNG,LFNG,1,1,9.87056431,9.675212432,0.1953518779,0.02857142857,4,4,0.3887587822
ENSG00000106006_HOXA6,HOXA6,0,1,5.88346658,6.161901764,-0.278435184,0.02857142857,4,4,0.3887587822
