ensg	lfcA	lfcB	band	EBOX	TETO	motif_class	dd
ENSG00000002586	-0.241839553660313	-0.241723752952387	mid	TRUE	FALSE	EBOX	-0.000115800707926023
ENSG00000002587	0.785993219021125	-0.617981626268468	mid	TRUE	FALSE	EBOX	1.40397484528959
ENSG00000002726	-0.177066028580782	0.120654996149495	mid	TRUE	FALSE	EBOX	-0.297721024730277
ENSG00000002822	0.190119942430636	-0.0536730468112072	mid	FALSE	FALSE	None	0.243792989241843
ENSG00000002834	-0.27694539945934	-0.236360969346647	head	TRUE	TRUE	Both	-0.040584430112693
ENSG00000002919	-0.103453092293536	-0.1468324351655	mid	FALSE	FALSE	None	0.043379342871964
ENSG00000003056	0.167088520233351	0.0113184018113959	head	FALSE	TRUE	TETO	0.155770118421955
ENSG00000003137	-0.514819441441246	-0.851566466279385	mid	TRUE	FALSE	EBOX	0.336747024838139
ENSG00000003147	0.247134002814255	0.037602894626664	mid	TRUE	FALSE	EBOX	0.209531108187591
ENSG00000003249	0.0845677444534321	0.039384621983535	mid	FALSE	FALSE	None	0.0451831224698971
ENSG00000003393	0.129045381008496	-0.032964993743807	mid	TRUE	FALSE	EBOX	0.162010374752303
ENSG00000003400	-0.985453014250186	-0.225517169901314	mid	FALSE	FALSE	None	-0.759935844348872
ENSG00000003402	-0.146534437419104	-0.0648830945873034	head	TRUE	FALSE	EBOX	-0.0816513428318006
ENSG00000003436	-0.104760611009716	-0.348869700807898	mid	TRUE	FALSE	EBOX	0.244109089798182
ENSG00000003509	0.236623881682332	0.0573790572819082	mid	TRUE	FALSE	EBOX	0.179244824400424
ENSG00000003756	-0.120782010874988	-0.128385123179195	mid	FALSE	FALSE	None	0.00760311230420702
ENSG00000003989	0.314746666213891	0.160174055952693	mid	TRUE	FALSE	EBOX	0.154572610261198
ENSG00000004059	-0.199614126965031	-0.0927848499616459	mid	FALSE	FALSE	None	-0.106829277003385
ENSG00000004139	-0.287060206069872	0.0607512851797667	mid	TRUE	FALSE	EBOX	-0.347811491249639
ENSG00000004142	0.0457607831316107	0.0416940429606392	mid	FALSE	FALSE	None	0.0040667401709715
ENSG00000004399	-0.351470400716864	-0.533659088785004	mid	FALSE	TRUE	TETO	0.18218868806814
ENSG00000004455	0.290699222440914	0.107470930817538	head	FALSE	FALSE	None	0.183228291623376
ENSG00000004478	0.406905082732765	0.219884057953783	head	TRUE	FALSE	EBOX	0.187021024778982
ENSG00000004487	0.280196722527455	0.0893650235704957	mid	TRUE	TRUE	Both	0.190831698956959
ENSG00000004534	0.462833708666274	0.073088891128684	mid	FALSE	FALSE	None	0.38974481753759
ENSG00000004660	0.284052473356752	0.419462294745035	mid	TRUE	FALSE	EBOX	-0.135409821388283
ENSG00000004700	0.104654323623206	-0.147189234531224	mid	FALSE	FALSE	None	0.25184355815443
ENSG00000004766	-0.0642086030923128	-0.168655357849275	mid	TRUE	FALSE	EBOX	0.104446754756962
ENSG00000004777	-0.52678738266546	-0.0779393417216259	mid	FALSE	TRUE	TETO	-0.448848040943834
ENSG00000004779	0.229414778052862	0.0888215167314783	mid	FALSE	FALSE	None	0.140593261321384
ENSG00000004799	-0.633734269595161	0.104688052991364	mid	TRUE	TRUE	Both	-0.738422322586525
ENSG00000004838	-0.318833786892982	0.820404701536886	mid	TRUE	FALSE	EBOX	-1.13923848842987
ENSG00000004864	0.11251584078051	-0.0243639840289678	mid	TRUE	FALSE	EBOX	0.136879824809478
ENSG00000004866	0.337317453430366	0.0238661611634434	mid	TRUE	FALSE	EBOX	0.313451292266923
ENSG00000004897	0.236090323317299	-0.0328140652675373	mid	FALSE	FALSE	None	0.268904388584836
ENSG00000004961	0.308157766338006	-0.00922693626461957	mid	TRUE	FALSE	EBOX	0.317384702602626
ENSG00000004975	0.0248465816173091	-0.0406883575942345	mid	FALSE	FALSE	None	0.0655349392115436
ENSG00000005001	-0.993898224085685	-0.379219231272747	mid	FALSE	FALSE	None	-0.614678992812938
ENSG00000005007	0.0206535283547424	0.0921467810598138	head	TRUE	FALSE	EBOX	-0.0714932527050714
ENSG00000005020	-0.0241553315692453	-0.111851805549319	mid	FALSE	FALSE	None	0.0876964739800737
ENSG00000005022	-0.0436289895352839	-0.0680880820148921	head	FALSE	FALSE	None	0.0244590924796082
ENSG00000005059	0.193374645515981	-0.152007939880786	mid	TRUE	FALSE	EBOX	0.345382585396767
ENSG00000005073	0.677457127279727	-0.00957002446080857	mid	TRUE	FALSE	EBOX	0.687027151740536
ENSG00000005075	0.152439586439268	0.281539480607593	mid	TRUE	TRUE	Both	-0.129099894168325
ENSG00000005100	0.513580633612458	0.273491105421863	mid	TRUE	FALSE	EBOX	0.240089528190595
ENSG00000005156	0.110746171276903	-0.0502184504779599	mid	TRUE	FALSE	EBOX	0.160964621754863
ENSG00000005175	0.455774443615258	-0.0260204309836229	mid	FALSE	FALSE	None	0.481794874598881
ENSG00000005187	-0.270959471672713	0.162872066152433	mid	TRUE	TRUE	Both	-0.433831537825146
ENSG00000005189	-0.169010542787055	-0.0692908891669628	mid	TRUE	FALSE	EBOX	-0.0997196536200922
ENSG00000005194	0.243502709298694	-0.0972624161235025	mid	FALSE	FALSE	None	0.340765125422197
ENSG00000005206	-0.322649367881983	-0.0863791798504465	mid	FALSE	FALSE	None	-0.236270188031537
ENSG00000005238	-0.470379824579318	-0.48425496015656	mid	TRUE	TRUE	Both	0.013875135577242
ENSG00000005243	-0.296701289287618	-0.409474580864254	mid	TRUE	FALSE	EBOX	0.112773291576636
ENSG00000005249	-0.655312187265024	-0.179593554885469	mid	TRUE	FALSE	EBOX	-0.475718632379555
ENSG00000005302	-0.0201154134603456	0.102006916244324	mid	TRUE	FALSE	EBOX	-0.12212232970467
ENSG00000005339	-0.186632430609633	-0.128079452818978	head	FALSE	FALSE	None	-0.058552977790655
ENSG00000005379	-0.616727347207952	0.163422206880961	mid	TRUE	FALSE	EBOX	-0.780149554088913
ENSG00000005436	0.49073214377419	0.258738244954795	mid	TRUE	FALSE	EBOX	0.231993898819395
ENSG00000005448	0.0224890244501985	0.218535308965231	mid	FALSE	TRUE	TETO	-0.196046284515032
ENSG00000005469	-0.179440100023461	-0.0386557866981443	mid	FALSE	FALSE	None	-0.140784313325317
ENSG00000005483	0.0439953960671424	-0.234521706852066	mid	TRUE	FALSE	EBOX	0.278517102919208
ENSG00000005486	-0.43777763335253	-0.242484188266252	mid	FALSE	FALSE	None	-0.195293445086278
ENSG00000005700	0.112169987331281	-0.0879560587951431	mid	FALSE	FALSE	None	0.200126046126424
ENSG00000005801	0.104341551417171	-0.146433601883945	mid	FALSE	FALSE	None	0.250775153301116
ENSG00000005810	0.306843606759353	0.102744665006391	head	FALSE	FALSE	None	0.204098941752962
ENSG00000005812	-0.209208492715884	-0.140529036239546	mid	FALSE	FALSE	None	-0.068679456476338
ENSG00000005882	-0.794084963696442	0.0937939838494639	mid	TRUE	FALSE	EBOX	-0.887878947545906
ENSG00000005884	0.186568419925543	-0.158481757178919	head	FALSE	TRUE	TETO	0.345050177104462
ENSG00000005889	0.0299584382946989	-0.0793163312055043	mid	FALSE	FALSE	None	0.109274769500203
ENSG00000005893	0.0110163164386119	-0.0951347544279777	head	FALSE	TRUE	TETO	0.10615107086659
ENSG00000005961	-0.198527796985376	0.204571381713325	tail	TRUE	TRUE	Both	-0.403099178698701
ENSG00000005981	-1.00388219098468	0.157604273403429	tail	FALSE	FALSE	None	-1.16148646438811
ENSG00000006007	-0.157169238342004	0.0159053207450395	mid	TRUE	FALSE	EBOX	-0.173074559087044
ENSG00000006015	-0.312690810534788	0.156330660702206	mid	TRUE	TRUE	Both	-0.469021471236994
ENSG00000006025	-0.297163836535042	0.0869333107451524	mid	FALSE	FALSE	None	-0.384097147280194
ENSG00000006042	-0.0232042400049695	-0.401378787323972	mid	FALSE	TRUE	TETO	0.378174547319003
ENSG00000006047	-0.448189096047194	0.00593172801967601	mid	TRUE	FALSE	EBOX	-0.45412082406687
ENSG00000006062	0.00415502547380875	0.135537998776535	mid	TRUE	FALSE	EBOX	-0.131382973302726
ENSG00000006118	-0.613306368871839	-0.178107370830849	mid	TRUE	FALSE	EBOX	-0.43519899804099
ENSG00000006125	-0.0915657636597924	-0.0973284440642637	head	FALSE	TRUE	TETO	0.00576268040447131
ENSG00000006194	0.133890404683742	0.035574006674123	mid	TRUE	FALSE	EBOX	0.098316398009619
ENSG00000006210	-1.33763225987425	-1.47913101438984	mid	FALSE	FALSE	None	0.14149875451559
ENSG00000006282	-0.466427524241482	-0.15727182304558	mid	TRUE	FALSE	EBOX	-0.309155701195902
ENSG00000006327	1.02128153489108	-0.347040987174138	mid	TRUE	FALSE	EBOX	1.36832252206522
ENSG00000006432	-0.230707084263129	-0.282855373383004	mid	FALSE	FALSE	None	0.052148289119875
ENSG00000006451	0.138408242490444	-0.0867622750121058	mid	FALSE	FALSE	None	0.22517051750255
ENSG00000006453	-0.0152532331383082	-0.330914720321198	mid	TRUE	FALSE	EBOX	0.31566148718289
ENSG00000006459	-0.260676125275207	-0.248114095686917	mid	FALSE	FALSE	None	-0.01256202958829
ENSG00000006468	0.934785153735443	-1.44811096561644	tail	TRUE	FALSE	EBOX	2.38289611935188
ENSG00000006530	0.181651882000637	0.0211574686667682	mid	FALSE	FALSE	None	0.160494413333869
ENSG00000006534	-0.52223623171958	-0.0370368421675629	mid	TRUE	FALSE	EBOX	-0.485199389552017
ENSG00000006555	-0.143295269171071	-0.0637812614701563	mid	FALSE	TRUE	TETO	-0.0795140077009147
ENSG00000006576	0.348522108726931	-0.0676889382781898	mid	FALSE	FALSE	None	0.416211047005121
ENSG00000006607	0.361210571419269	-0.117761178626916	mid	TRUE	FALSE	EBOX	0.478971750046185
ENSG00000006625	0.362917920673032	0.149334885601682	mid	TRUE	FALSE	EBOX	0.21358303507135
ENSG00000006634	0.734894864840493	-0.0282095186938491	mid	TRUE	FALSE	EBOX	0.763104383534342
ENSG00000006652	0.023934424187706	-0.0682595034066935	mid	FALSE	FALSE	None	0.0921939275943995
ENSG00000006695	0.0606543456147914	-0.0217133860271002	mid	TRUE	FALSE	EBOX	0.0823677316418916
ENSG00000006704	-0.224785822684693	-0.129225287983397	mid	TRUE	TRUE	Both	-0.095560534701296
ENSG00000006712	0.160043215389067	-0.095077354958125	mid	FALSE	FALSE	None	0.255120570347192
ENSG00000006715	-0.0935097701737355	-0.0319149759682951	mid	FALSE	FALSE	None	-0.0615947942054404
ENSG00000006744	0.148616428735515	0.0518707599432542	head	TRUE	TRUE	Both	0.0967456687922608
ENSG00000006747	0.184880503631473	0.264836725328938	mid	FALSE	FALSE	None	-0.079956221697465
ENSG00000006756	-0.524997224542011	0.156960585798107	mid	FALSE	FALSE	None	-0.681957810340118
ENSG00000006757	0.063560901961198	0.0634683681912556	mid	TRUE	FALSE	EBOX	9.25337699423934e-05
ENSG00000006831	0.315967565251238	0.0165546033903308	mid	FALSE	TRUE	TETO	0.299412961860907
ENSG00000006837	-0.185143949781829	-0.490526695957528	mid	TRUE	TRUE	Both	0.305382746175699
ENSG00000007038	-0.117129951232885	-0.00133548817604634	mid	TRUE	FALSE	EBOX	-0.115794463056839
ENSG00000007047	-0.5059145311408	-0.15127140682006	mid	TRUE	FALSE	EBOX	-0.35464312432074
ENSG00000007062	-0.245502597616257	-0.382226227224068	mid	TRUE	TRUE	Both	0.136723629607811
ENSG00000007080	0.256161786013882	0.136821423495373	mid	TRUE	FALSE	EBOX	0.119340362518509
ENSG00000007168	-0.225207656481997	-0.134475275147247	head	FALSE	TRUE	TETO	-0.09073238133475
ENSG00000007202	0.133197285412976	0.06857889894804	head	TRUE	FALSE	EBOX	0.064618386464936
ENSG00000007255	-0.321151261643741	-0.0356820295747644	mid	TRUE	FALSE	EBOX	-0.285469232068977
ENSG00000007341	0.00827032862800436	0.00311882849416989	mid	FALSE	FALSE	None	0.00515150013383447
ENSG00000007376	0.0112332785302254	0.186076462511258	mid	TRUE	FALSE	EBOX	-0.174843183981033
ENSG00000007384	-0.473971515939629	-0.269033819011808	mid	TRUE	FALSE	EBOX	-0.204937696927821
ENSG00000007392	-0.0100618023618022	0.0171808559551412	mid	FALSE	FALSE	None	-0.0272426583169434
ENSG00000007402	-1.69921849448616	-0.530406057084314	tail	TRUE	FALSE	EBOX	-1.16881243740185
ENSG00000007516	-0.203103558108823	0.00976402328620818	mid	TRUE	FALSE	EBOX	-0.212867581395031
ENSG00000007520	-0.139005160162645	0.230028338380075	mid	TRUE	FALSE	EBOX	-0.36903349854272
ENSG00000007541	-0.482334136952078	-0.105263331746452	mid	TRUE	FALSE	EBOX	-0.377070805205626
ENSG00000007545	-0.135343956509169	-0.0685229621420884	mid	FALSE	FALSE	None	-0.0668209943670806
ENSG00000007866	-0.0865937220778879	-0.242526948047571	mid	FALSE	TRUE	TETO	0.155933225969683
ENSG00000007923	0.195696605534035	0.177121770573544	mid	TRUE	FALSE	EBOX	0.018574834960491
ENSG00000007944	-0.11116953627583	0.165804605241496	mid	TRUE	TRUE	Both	-0.276974141517326
ENSG00000007968	0.75583428341146	-0.0971481110320465	mid	FALSE	FALSE	None	0.852982394443506
ENSG00000008018	0.0467135018567113	0.0526389426381577	mid	FALSE	FALSE	None	-0.00592544078144641
ENSG00000008083	0.366510950303926	0.0993630277791286	mid	TRUE	FALSE	EBOX	0.267147922524797
ENSG00000008086	-0.175190026809464	-0.160127190404889	mid	FALSE	FALSE	None	-0.015062836404575
ENSG00000008128	0.107900786626622	0.0281697168083266	mid	FALSE	FALSE	None	0.0797310698182954
ENSG00000008130	-0.400969041320172	-0.130810623880983	mid	TRUE	FALSE	EBOX	-0.270158417439189
ENSG00000008226	-1.50084327811884	0.147097957293164	tail	FALSE	FALSE	None	-1.647941235412
ENSG00000008256	0.370671318586043	-0.0128301143891267	mid	TRUE	FALSE	EBOX	0.38350143297517
ENSG00000008282	0.0276842075044907	-0.0787272416059555	head	FALSE	FALSE	None	0.106411449110446
ENSG00000008283	-0.110331434451558	0.0523142526750373	mid	TRUE	FALSE	EBOX	-0.162645687126595
ENSG00000008294	0.212698575708142	-0.0171295613311777	mid	FALSE	FALSE	None	0.22982813703932
ENSG00000008300	-0.327192855115403	0.105681999067309	mid	TRUE	FALSE	EBOX	-0.432874854182712
ENSG00000008311	-0.176805703064961	-0.1497375251667	mid	FALSE	FALSE	None	-0.027068177898261
ENSG00000008323	0.093922421788343	-0.193155503237541	mid	TRUE	FALSE	EBOX	0.287077925025884
ENSG00000008324	0.446371639988485	0.0517965450971989	mid	FALSE	FALSE	None	0.394575094891286
ENSG00000008382	-0.194888933214546	0.110548414234835	mid	FALSE	FALSE	None	-0.305437347449381
ENSG00000008394	-0.0157636860516401	-0.13891424503838	head	TRUE	TRUE	Both	0.12315055898674
ENSG00000008405	0.705936644578134	-0.0921519206589814	mid	FALSE	FALSE	None	0.798088565237115
ENSG00000008441	-0.196893327617628	0.0700372317046245	head	TRUE	FALSE	EBOX	-0.266930559322253
ENSG00000008513	0.660566734872258	-0.050617807717666	mid	TRUE	FALSE	EBOX	0.711184542589924
ENSG00000008516	-0.457527157785767	-0.0645749043786115	mid	TRUE	FALSE	EBOX	-0.392952253407156
ENSG00000008517	-0.44540951363471	-0.269973491549533	mid	TRUE	FALSE	EBOX	-0.175436022085177
ENSG00000008710	-0.509912849521452	0.00814664440269297	head	FALSE	TRUE	TETO	-0.518059493924145
ENSG00000008735	-0.0447066141191002	0.44131785969431	mid	FALSE	TRUE	TETO	-0.48602447381341
ENSG00000008838	-0.0291923647929764	0.016845037600886	mid	FALSE	FALSE	None	-0.0460374023938624
ENSG00000008853	0.234538319961226	-0.144229153605931	mid	TRUE	FALSE	EBOX	0.378767473567157
ENSG00000008869	-0.203289328514771	0.00608215132473688	mid	FALSE	FALSE	None	-0.209371479839508
ENSG00000008952	0.205593860505704	-0.0628106985898942	head	FALSE	FALSE	None	0.268404559095598
ENSG00000008988	-0.177029955519066	0.0274099645089994	head	TRUE	FALSE	EBOX	-0.204439920028065
ENSG00000009307	0.0863781326011974	0.0435033086571632	head	FALSE	FALSE	None	0.0428748239440342
ENSG00000009335	0.449679265332309	0.135099408833357	head	TRUE	FALSE	EBOX	0.314579856498952
ENSG00000009413	0.338559113177965	0.0552581954120903	mid	TRUE	FALSE	EBOX	0.283300917765875
ENSG00000009694	-0.10731116813332	-0.189554981317906	mid	TRUE	FALSE	EBOX	0.082243813184586
ENSG00000009724	-0.368923531345513	-0.0450354455487119	tail	FALSE	TRUE	TETO	-0.323888085796801
ENSG00000009765	-0.88397516720703	0.808466319792027	tail	FALSE	FALSE	None	-1.69244148699906
ENSG00000009780	0.0839108798619446	-0.00225056897141585	mid	TRUE	FALSE	EBOX	0.0861614488333605
ENSG00000009830	0.0315172358237561	-0.0114479077697762	mid	TRUE	FALSE	EBOX	0.0429651435935323
ENSG00000009844	0.141513784260924	-0.0800688721000267	mid	FALSE	TRUE	TETO	0.221582656360951
ENSG00000009950	0.581046175643236	-1.14154549892334	mid	FALSE	FALSE	None	1.72259167456658
ENSG00000009954	0.509314322738163	0.114403653804564	head	FALSE	FALSE	None	0.394910668933599
ENSG00000010017	0.0658179478599905	-0.159664788210439	mid	FALSE	FALSE	None	0.22548273607043
ENSG00000010030	-0.0520861096778793	0.507244278045473	mid	TRUE	FALSE	EBOX	-0.559330387723352
ENSG00000010072	0.429929073572946	-0.0576729156224616	mid	TRUE	TRUE	Both	0.487601989195408
ENSG00000010165	0.0849890075347979	0.00457072677120785	mid	TRUE	FALSE	EBOX	0.0804182807635901
ENSG00000010219	0.446510397910499	0.160849339672206	mid	FALSE	TRUE	TETO	0.285661058238293
ENSG00000010244	0.109487094962299	-0.123573296678011	head	TRUE	TRUE	Both	0.23306039164031
ENSG00000010256	-0.153684972002383	-0.0217623421959932	head	TRUE	FALSE	EBOX	-0.13192262980639
ENSG00000010270	0.0125396762536152	-0.0515061714604421	mid	FALSE	FALSE	None	0.0640458477140573
ENSG00000010278	-0.0804526232586476	-0.0779782748471067	head	TRUE	FALSE	EBOX	-0.0024743484115409
ENSG00000010292	-0.28529537154343	-0.0655818324177435	head	FALSE	FALSE	None	-0.219713539125686
ENSG00000010295	0.576915171081371	-0.712659709657917	mid	FALSE	FALSE	None	1.28957488073929
ENSG00000010310	0.84806089928799	-1.44418876241865	tail	FALSE	TRUE	TETO	2.29224966170664
ENSG00000010318	0.181006847878695	0.11597872982257	mid	TRUE	FALSE	EBOX	0.065028118056125
ENSG00000010319	0.985433775314707	1.08755013777317	mid	TRUE	FALSE	EBOX	-0.102116362458463
ENSG00000010322	-0.134792437397673	-9.637494230752e-05	mid	FALSE	FALSE	None	-0.134696062455365
ENSG00000010327	0	0	tail	TRUE	TRUE	Both	0
ENSG00000010361	0.0252054956423997	0.279565356148449	mid	FALSE	FALSE	None	-0.254359860506049
ENSG00000010404	0.158130630269877	-0.101065952855373	mid	FALSE	FALSE	None	0.25919658312525
ENSG00000010438	1.1607629745456	-0.183081170626117	mid	FALSE	FALSE	None	1.34384414517172
ENSG00000010539	0.466375984453913	-0.0125504725253043	mid	FALSE	FALSE	None	0.478926456979217
ENSG00000010610	-0.524194759141746	0.390616895115013	mid	FALSE	TRUE	TETO	-0.914811654256759
ENSG00000010626	-0.118141584592919	0.441439001847644	mid	TRUE	FALSE	EBOX	-0.559580586440563
ENSG00000010704	-0.314726239934467	-0.0762748496015142	mid	FALSE	FALSE	None	-0.238451390332953
ENSG00000010803	-0.227244369092954	-0.181275337511874	mid	TRUE	FALSE	EBOX	-0.04596903158108
ENSG00000010810	1.0585040254226	-0.455670745252894	mid	FALSE	FALSE	None	1.51417477067549
ENSG00000010818	0.228977012523712	-0.142717704605513	mid	FALSE	FALSE	None	0.371694717129225
ENSG00000011007	0.433631180809369	0.0806595639672594	mid	FALSE	FALSE	None	0.35297161684211
ENSG00000011009	-0.0218662743258449	-0.0705827704769853	mid	TRUE	FALSE	EBOX	0.0487164961511404
ENSG00000011021	-0.271453756268574	-0.331161598009394	mid	TRUE	FALSE	EBOX	0.05970784174082
ENSG00000011028	-0.363103629509626	0.290931335029382	mid	FALSE	FALSE	None	-0.654034964539008
ENSG00000011105	-0.22406084981851	0.146198405101556	mid	TRUE	FALSE	EBOX	-0.370259254920066
ENSG00000011114	-0.00252361748654906	-0.102609200459531	mid	TRUE	FALSE	EBOX	0.100085582972982
ENSG00000011132	-0.228379127086786	-0.0252985683571954	mid	FALSE	FALSE	None	-0.203080558729591
ENSG00000011143	-0.189752656899701	0.15932978828029	mid	TRUE	FALSE	EBOX	-0.349082445179991
ENSG00000011198	-0.452018656808942	0.0254830278100346	mid	FALSE	TRUE	TETO	-0.477501684618977
ENSG00000011243	-0.137829033680145	-0.0937162469075776	mid	FALSE	FALSE	None	-0.0441127867725674
ENSG00000011258	-0.249385836624148	0.00409809827278984	mid	TRUE	FALSE	EBOX	-0.253483934896938
ENSG00000011260	0.525291560707847	0.154530389348178	mid	TRUE	FALSE	EBOX	0.370761171359669
ENSG00000011275	0.192441761616639	0.103599664454425	mid	FALSE	FALSE	None	0.088842097162214
ENSG00000011295	0.0591918654405887	-0.0614038154105057	mid	TRUE	FALSE	EBOX	0.120595680851094
ENSG00000011304	0.0518584106729261	0.0728433527088708	head	TRUE	FALSE	EBOX	-0.0209849420359447
ENSG00000011332	0.00256227404376164	0.895612847611296	mid	FALSE	FALSE	None	-0.893050573567534
ENSG00000011347	0.597591674926489	1.09004750178778	mid	FALSE	FALSE	None	-0.492455826861291
ENSG00000011376	0.0792979016382844	0.101866489991293	mid	FALSE	FALSE	None	-0.0225685883530086
ENSG00000011405	0.165568229307357	-0.147687788519818	head	FALSE	FALSE	None	0.313256017827175
ENSG00000011422	0.428492601021505	-0.104785479259666	mid	TRUE	FALSE	EBOX	0.533278080281171
ENSG00000011426	0.611762422073404	-0.177115262880664	head	TRUE	FALSE	EBOX	0.788877684954068
ENSG00000011451	-0.26064276899824	-0.0124839314518592	mid	TRUE	FALSE	EBOX	-0.248158837546381
ENSG00000011454	-0.145580770475876	-0.0779776507065098	mid	FALSE	TRUE	TETO	-0.0676031197693662
ENSG00000011478	-0.214199146231602	-0.0234742950522362	mid	FALSE	FALSE	None	-0.190724851179366
ENSG00000011485	0.157631716600031	0.0162828983652314	mid	FALSE	FALSE	None	0.1413488182348
ENSG00000011523	0.136952988442379	0.385507013494756	mid	TRUE	FALSE	EBOX	-0.248554025052377
ENSG00000011566	-0.192112781438873	-0.134659756483185	mid	TRUE	FALSE	EBOX	-0.057453024955688
ENSG00000011638	-0.352649395786738	0.133218326080648	mid	FALSE	FALSE	None	-0.485867721867386
ENSG00000012048	0.744883500239515	-0.107083200942096	mid	FALSE	FALSE	None	0.851966701181611
ENSG00000012061	-0.281550055122544	0.057374771861241	mid	FALSE	FALSE	None	-0.338924826983785
ENSG00000012171	0.479934681000696	-0.0288809990338557	mid	FALSE	TRUE	TETO	0.508815680034552
ENSG00000012174	-0.0717386596707623	0.0526075924148106	mid	TRUE	TRUE	Both	-0.124346252085573
ENSG00000012211	-0.0677638997620917	0.0366232846438592	mid	TRUE	TRUE	Both	-0.104387184405951
ENSG00000012223	-0.921134625629806	-0.805986348566151	mid	FALSE	FALSE	None	-0.115148277063655
ENSG00000012232	0.317116557477693	-0.0250675067452146	mid	FALSE	TRUE	TETO	0.342184064222908
ENSG00000012660	0.171934264687748	-0.0403822880577298	head	TRUE	FALSE	EBOX	0.212316552745478
ENSG00000012822	-0.314616375732902	-0.159453369704206	mid	FALSE	TRUE	TETO	-0.155163006028696
ENSG00000012963	0.427657227677994	-0.110629751591699	mid	FALSE	FALSE	None	0.538286979269693
ENSG00000012983	0.242703473643395	0.00340176732009567	mid	FALSE	FALSE	None	0.239301706323299
ENSG00000013016	0.866337917714493	1.21518472269682	mid	TRUE	TRUE	Both	-0.348846804982327
ENSG00000013275	0.361008981333825	0.0702521239606426	mid	TRUE	FALSE	EBOX	0.290756857373182
ENSG00000013288	-0.653388520318501	-0.392403885550232	head	FALSE	FALSE	None	-0.260984634768269
ENSG00000013297	0.226788637630673	-0.502744007302715	tail	TRUE	FALSE	EBOX	0.729532644933388
ENSG00000013306	-0.119940524418254	0.0974017004723127	head	FALSE	FALSE	None	-0.217342224890567
ENSG00000013364	-0.171469743529725	-0.192766025486867	head	TRUE	FALSE	EBOX	0.021296281957142
ENSG00000013374	0.0464838757019024	0.0928031008456127	mid	FALSE	FALSE	None	-0.0463192251437103
ENSG00000013375	0.104925424133384	-0.0668863293252908	mid	FALSE	FALSE	None	0.171811753458675
ENSG00000013392	0.113296578765271	-0.013618175059313	mid	FALSE	FALSE	None	0.126914753824584
ENSG00000013441	-0.360204566335744	-0.196777133860996	mid	FALSE	FALSE	None	-0.163427432474748
ENSG00000013503	-0.0249058401654096	-0.0547040607485467	mid	TRUE	FALSE	EBOX	0.0297982205831371
ENSG00000013523	-0.152382113054768	0.170418285654987	mid	FALSE	TRUE	TETO	-0.322800398709755
ENSG00000013561	-0.225960056093603	-0.023312950823847	mid	TRUE	TRUE	Both	-0.202647105269756
ENSG00000013563	0.183184393204256	0.138092501313132	mid	FALSE	TRUE	TETO	0.045091891891124
ENSG00000013573	0.54171113787581	-0.0340310243137729	mid	TRUE	TRUE	Both	0.575742162189583
ENSG00000013583	-0.0678878128468679	0.0526320034163099	mid	TRUE	FALSE	EBOX	-0.120519816263178
ENSG00000013588	0.805822117881194	-0.303548321734068	head	TRUE	FALSE	EBOX	1.10937043961526
ENSG00000013619	0.542254027723766	0.16090654796469	mid	FALSE	FALSE	None	0.381347479759076
ENSG00000013810	0.45610813359753	-0.0735535919576584	mid	FALSE	FALSE	None	0.529661725555188
